5.000000000000000000e-01 6.296722814035675686e-01
5.494464013827623505e-01 5.921530543131480195e-01
6.037826959849352804e-01 5.486090730994153120e-01
6.634924590522102150e-01 5.037286471734893079e-01
7.291070879416733375e-01 4.556396661793372660e-01
8.012105313844353205e-01 4.047958752436647822e-01
8.804444864382976466e-01 3.519398845029239054e-01
9.675141093816338467e-01 2.981425526315789609e-01
1.063194291373574130e+00 2.447607568226120855e-01
1.168336554731812749e+00 1.925541195853314735e-01
1.283876631202658380e+00 1.450128478773902163e-01
1.410842789667449138e+00 1.032154960751637401e-01
1.550364987399195149e+00 6.856232059804197310e-02
1.703684926312639014e+00 4.185001900209651265e-02
1.872167103705072222e+00 2.284639213968333443e-02
2.057310955835881305e+00 1.102072817555800610e-02
2.260764202418712454e+00 4.517019087057683700e-03
2.484337510787864911e+00 1.521560863815757348e-03
2.730020610245203372e+00 4.020579384181566479e-04
3.000000000000000444e+00 7.765147882461256108e-05
