5.000000000000000000e-01 7.270683968679036990e-01
5.494464013827623505e-01 6.979166079052756544e-01
6.037826959849352804e-01 6.654521572522067441e-01
6.634924590522102150e-01 6.277213698830409472e-01
7.291070879416733375e-01 5.878512183235867772e-01
8.012105313844353205e-01 5.443405097465887632e-01
8.804444864382976466e-01 4.973599434697855703e-01
9.675141093816338467e-01 4.472561208576998348e-01
1.063194291373574130e+00 3.946082719298245611e-01
1.168336554731812749e+00 3.402796242690058759e-01
1.283876631202658380e+00 2.854725623781676491e-01
1.410842789667449138e+00 2.308079681185054299e-01
1.550364987399195149e+00 1.796650531328345402e-01
1.703684926312639014e+00 1.331786978682031053e-01
1.872167103705072222e+00 9.301822535538276093e-02
2.057310955835881305e+00 6.021483746986885238e-02
2.260764202418712454e+00 3.570550517813251418e-02
2.484337510787864911e+00 1.898631285458716317e-02
2.730020610245203372e+00 8.807841151208679539e-03
3.000000000000000444e+00 3.473646127922875356e-03
