5.000000000000000000e-01 5.037018071765339000e-01
5.494464013827623505e-01 4.559266700779726622e-01
6.037826959849352804e-01 4.071434999999999915e-01
6.634924590522102150e-01 3.561560789473683930e-01
7.291070879416733375e-01 3.039499702729044905e-01
8.012105313844353205e-01 2.517578089668616181e-01
8.804444864382976466e-01 2.011144970760233852e-01
9.675141093816338467e-01 1.537412509746589051e-01
1.063194291373574130e+00 1.107810043613847578e-01
1.168336554731812749e+00 7.495066809731225355e-02
1.283876631202658380e+00 4.676407340370216520e-02
1.410842789667449138e+00 2.641431899586925772e-02
1.550364987399195149e+00 1.311254210806856411e-02
1.703684926312639014e+00 5.595833755942605965e-03
1.872167103705072222e+00 1.974343480991215104e-03
2.057310955835881305e+00 5.454503083127785774e-04
2.260764202418712454e+00 1.117110542145647781e-04
2.484337510787864911e+00 1.576051385368379390e-05
2.730020610245203372e+00 1.249736266687125965e-06
3.000000000000000444e+00 5.124757799833920118e-08
