5.000000000000000000e-01 5.482119268503578002e-01
5.494464013827623505e-01 5.034465233918129501e-01
6.037826959849352804e-01 4.567546130604288601e-01
6.634924590522102150e-01 4.071963547758284396e-01
7.291070879416733375e-01 3.554759283625730792e-01
8.012105313844353205e-01 3.026187188109161208e-01
8.804444864382976466e-01 2.499067032163742597e-01
9.675141093816338467e-01 1.989170730994151981e-01
1.063194291373574130e+00 1.513955365497075822e-01
1.168336554731812749e+00 1.085172839635887704e-01
1.283876631202658380e+00 7.294066809987491407e-02
1.410842789667449138e+00 4.514685173828821008e-02
1.550364987399195149e+00 2.524490153121276489e-02
1.703684926312639014e+00 1.236820579165326742e-02
1.872167103705072222e+00 5.193549831567725698e-03
2.057310955835881305e+00 1.796869706144486835e-03
2.260764202418712454e+00 4.814573246061647780e-04
2.484337510787864911e+00 9.518434111554176691e-05
2.730020610245203372e+00 1.270715052938468645e-05
3.000000000000000444e+00 1.023165375172625607e-06
