# Chunk-averaged data for fix densityRegions2 and group client_coms
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
49500000 50 50
  1 0.01 0.654939 0.000523951
  2 0.03 0.651 0.0005208
  3 0.05 0.672224 0.00053778
  4 0.07 0.677959 0.000542367
  5 0.09 0.694898 0.000555918
  6 0.11 0.711796 0.000569437
  7 0.13 0.725918 0.000580735
  8 0.15 0.761245 0.000608996
  9 0.17 0.83702 0.000669616
  10 0.19 0.943673 0.000754939
  11 0.21 1.03082 0.000824653
  12 0.23 1.16306 0.000930449
  13 0.25 1.29847 0.00103878
  14 0.27 1.44573 0.00115659
  15 0.29 1.326 0.0010608
  16 0.31 1.02286 0.000818286
  17 0.33 0.974612 0.00077969
  18 0.35 1.09894 0.000879151
  19 0.37 1.10467 0.000883739
  20 0.39 1.03245 0.000825959
  21 0.41 0.91502 0.000732016
  22 0.43 1.03353 0.000826824
  23 0.45 1.31408 0.00105127
  24 0.47 1.57351 0.00125881
  25 0.49 1.599 0.0012792
  26 0.51 1.41573 0.00113259
  27 0.53 1.18006 0.000944049
  28 0.55 1.1928 0.000954237
  29 0.57 1.25767 0.00100614
  30 0.59 1.3622 0.00108976
  31 0.61 1.31584 0.00105267
  32 0.63 1.29722 0.00103778
  33 0.65 1.26116 0.00100893
  34 0.67 1.1092 0.000887363
  35 0.69 1.05367 0.000842939
  36 0.71 0.981551 0.000785241
  37 0.73 1.04537 0.000836294
  38 0.75 1.26882 0.00101505
  39 0.77 1.24869 0.000998955
  40 0.79 0.999531 0.000799624
  41 0.81 0.829449 0.000663559
  42 0.83 0.722 0.0005776
  43 0.85 0.669184 0.000535347
  44 0.87 0.652184 0.000521747
  45 0.89 0.644347 0.000515478
  46 0.91 0.650224 0.00052018
  47 0.93 0.644694 0.000515755
  48 0.95 0.642796 0.000514237
  49 0.97 0.645265 0.000516212
  50 0.99 0.646898 0.000517518
99000000 50 50.000000000000014
  1 0.01 0.668245 0.000534596
  2 0.03 0.671857 0.000537486
  3 0.05 0.68149 0.000545192
  4 0.07 0.669714 0.000535771
  5 0.09 0.664408 0.000531527
  6 0.11 0.670286 0.000536229
  7 0.13 0.688245 0.000550596
  8 0.15 0.698837 0.000559069
  9 0.17 0.722796 0.000578237
  10 0.19 0.82751 0.000662008
  11 0.21 0.981449 0.000785159
  12 0.23 1.17959 0.000943673
  13 0.25 1.3341 0.00106728
  14 0.27 1.4878 0.00119024
  15 0.29 1.46453 0.00117162
  16 0.31 1.15508 0.000924065
  17 0.33 0.934939 0.000747951
  18 0.35 0.924143 0.000739314
  19 0.37 1.00957 0.000807657
  20 0.39 1.10914 0.000887314
  21 0.41 1.31147 0.00104918
  22 0.43 1.35061 0.00108049
  23 0.45 1.32873 0.00106299
  24 0.47 1.31945 0.00105556
  25 0.49 1.21569 0.000972555
  26 0.51 1.06296 0.000850367
  27 0.53 1.16047 0.000928376
  28 0.55 1.45208 0.00116167
  29 0.57 1.60051 0.00128041
  30 0.59 1.54831 0.00123864
  31 0.61 1.43033 0.00114426
  32 0.63 1.1829 0.000946318
  33 0.65 0.811449 0.000649159
  34 0.67 0.671143 0.000536914
  35 0.69 0.845694 0.000676555
  36 0.71 1.21541 0.000972327
  37 0.73 1.50196 0.00120157
  38 0.75 1.50669 0.00120536
  39 0.77 1.29943 0.00103954
  40 0.79 0.964469 0.000771576
  41 0.81 0.756878 0.000605502
  42 0.83 0.676735 0.000541388
  43 0.85 0.650143 0.000520114
  44 0.87 0.652551 0.000522041
  45 0.89 0.653633 0.000522906
  46 0.91 0.656082 0.000524865
  47 0.93 0.652551 0.000522041
  48 0.95 0.651776 0.00052142
  49 0.97 0.660694 0.000528555
  50 0.99 0.665469 0.000532376
148500000 50 49.99999999999999
  1 0.01 0.659286 0.000527429
  2 0.03 0.657551 0.000526041
  3 0.05 0.661776 0.00052942
  4 0.07 0.664714 0.000531771
  5 0.09 0.682612 0.00054609
  6 0.11 0.670551 0.000536441
  7 0.13 0.680367 0.000544294
  8 0.15 0.701265 0.000561012
  9 0.17 0.744224 0.00059538
  10 0.19 0.83102 0.000664816
  11 0.21 0.900286 0.000720229
  12 0.23 0.955918 0.000764735
  13 0.25 1.06249 0.000849992
  14 0.27 1.16665 0.000933322
  15 0.29 1.20784 0.000966269
  16 0.31 1.17255 0.000938041
  17 0.33 1.30169 0.00104136
  18 0.35 1.34565 0.00107652
  19 0.37 1.2588 0.00100704
  20 0.39 1.35212 0.0010817
  21 0.41 1.27394 0.00101915
  22 0.43 1.29824 0.0010386
  23 0.45 1.18818 0.000950547
  24 0.47 1.30773 0.00104619
  25 0.49 1.19422 0.00095538
  26 0.51 1.15796 0.000926367
  27 0.53 1.16261 0.00093009
  28 0.55 1.29096 0.00103277
  29 0.57 1.48592 0.00118873
  30 0.59 1.43194 0.00114555
  31 0.61 1.27157 0.00101726
  32 0.63 1.04822 0.00083858
  33 0.65 0.790204 0.000632163
  34 0.67 0.83702 0.000669616
  35 0.69 1.04476 0.000835804
  36 0.71 1.32429 0.00105943
  37 0.73 1.63316 0.00130653
  38 0.75 1.67114 0.00133691
  39 0.77 1.30635 0.00104508
  40 0.79 0.940245 0.000752196
  41 0.81 0.761673 0.000609339
  42 0.83 0.674 0.0005392
  43 0.85 0.645816 0.000516653
  44 0.87 0.651184 0.000520947
  45 0.89 0.64651 0.000517208
  46 0.91 0.644735 0.000515788
  47 0.93 0.653204 0.000522563
  48 0.95 0.662184 0.000529747
  49 0.97 0.664122 0.000531298
  50 0.99 0.660531 0.000528424
