# Chunk-averaged data for fix densityRegions3 and group polymer
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
49500000 50 25400.000000000004
  1 0.01 0 0
  2 0.03 0 0
  3 0.05 0 0
  4 0.07 0 0
  5 0.09 0.0012449 9.95918e-07
  6 0.11 0.0666327 5.33061e-05
  7 0.13 0.620265 0.000496212
  8 0.15 2.6308 0.00210464
  9 0.17 9.09945 0.00727956
  10 0.19 32.9214 0.0263371
  11 0.21 103.141 0.0825125
  12 0.23 238.188 0.190551
  13 0.25 421.985 0.337588
  14 0.27 636.041 0.508832
  15 0.29 818.003 0.654402
  16 0.31 951.383 0.761106
  17 0.33 1054.28 0.843423
  18 0.35 1069.44 0.855552
  19 0.37 1046.14 0.83691
  20 0.39 1038.81 0.831048
  21 0.41 1024.13 0.819301
  22 0.43 997.807 0.798245
  23 0.45 1008.58 0.806865
  24 0.47 1037.95 0.830359
  25 0.49 1080.99 0.864795
  26 0.51 1097.06 0.877647
  27 0.53 1071.97 0.857573
  28 0.55 1024.21 0.819368
  29 0.57 980.493 0.784394
  30 0.59 1001.78 0.801421
  31 0.61 1019.83 0.815861
  32 0.63 990.869 0.792695
  33 0.65 962.122 0.769697
  34 0.67 960.176 0.768141
  35 0.69 973.708 0.778966
  36 0.71 924.405 0.739524
  37 0.73 760.415 0.608332
  38 0.75 539.48 0.431584
  39 0.77 320.157 0.256125
  40 0.79 143.934 0.115147
  41 0.81 44.938 0.0359504
  42 0.83 10.031 0.00802482
  43 0.85 1.81933 0.00145546
  44 0.87 0.320327 0.000256261
  45 0.89 0.0827347 6.61878e-05
  46 0.91 0.010551 8.44082e-06
  47 0.93 0.000897959 7.18367e-07
  48 0.95 2.04082e-05 1.63265e-08
  49 0.97 0 0
  50 0.99 0 0
99000000 50 25399.999999999993
  1 0.01 0 0
  2 0.03 0 0
  3 0.05 0 0
  4 0.07 0 0
  5 0.09 0.000204082 1.63265e-07
  6 0.11 0.00391837 3.13469e-06
  7 0.13 0.0459184 3.67347e-05
  8 0.15 0.254714 0.000203771
  9 0.17 1.20151 0.000961208
  10 0.19 5.18147 0.00414518
  11 0.21 22.6318 0.0181055
  12 0.23 90.9388 0.072751
  13 0.25 280.821 0.224657
  14 0.27 583.219 0.466575
  15 0.29 859.532 0.687626
  16 0.31 1024.91 0.819928
  17 0.33 1085.98 0.868786
  18 0.35 1096.62 0.877299
  19 0.37 1090.61 0.872485
  20 0.39 1071.67 0.857336
  21 0.41 1060.5 0.848398
  22 0.43 1072.85 0.858278
  23 0.45 1066.58 0.853263
  24 0.47 1058.25 0.846604
  25 0.49 1102.77 0.88222
  26 0.51 1098.33 0.878664
  27 0.53 1043.92 0.835134
  28 0.55 1009.02 0.807214
  29 0.57 1041.6 0.833278
  30 0.59 1104.93 0.883943
  31 0.61 1107 0.885604
  32 0.63 1058.03 0.846425
  33 0.65 1042.84 0.834274
  34 0.67 1028.48 0.822788
  35 0.69 1008.8 0.807036
  36 0.71 913.292 0.730634
  37 0.73 684.606 0.547685
  38 0.75 406.087 0.324869
  39 0.77 187.684 0.150147
  40 0.79 68.2226 0.0545781
  41 0.81 18.3352 0.0146682
  42 0.83 3.49612 0.0027969
  43 0.85 0.611571 0.000489257
  44 0.87 0.115082 9.20653e-05
  45 0.89 0.0207959 1.66367e-05
  46 0.91 0.00228571 1.82857e-06
  47 0.93 0.000102041 8.16327e-08
  48 0.95 0 0
  49 0.97 0 0
  50 0.99 0 0
148500000 50 25400.000000000007
  1 0.01 0 0
  2 0.03 0 0
  3 0.05 0 0
  4 0.07 0 0
  5 0.09 2.04082e-05 1.63265e-08
  6 0.11 0.00385714 3.08571e-06
  7 0.13 0.075 6e-05
  8 0.15 0.475755 0.000380604
  9 0.17 2.27714 0.00182171
  10 0.19 12.0806 0.00966446
  11 0.21 47.5958 0.0380767
  12 0.23 142.24 0.113792
  13 0.25 338.358 0.270687
  14 0.27 615.047 0.492038
  15 0.29 868.812 0.69505
  16 0.31 1007.9 0.806316
  17 0.33 1052.5 0.842001
  18 0.35 1072.77 0.858215
  19 0.37 1071.58 0.857261
  20 0.39 1030.98 0.824781
  21 0.41 1003.98 0.803183
  22 0.43 1007.88 0.806304
  23 0.45 1023.44 0.818755
  24 0.47 1018.39 0.814713
  25 0.49 1020.26 0.816207
  26 0.51 1007.11 0.805685
  27 0.53 1026.74 0.821389
  28 0.55 1097.49 0.877991
  29 0.57 1151.4 0.921118
  30 0.59 1180.9 0.944721
  31 0.61 1166.47 0.933173
  32 0.63 1117.03 0.893623
  33 0.65 1052.67 0.842137
  34 0.67 1061.21 0.848968
  35 0.69 1060.62 0.848498
  36 0.71 935.207 0.748166
  37 0.73 670.445 0.536356
  38 0.75 357.118 0.285695
  39 0.77 136.693 0.109355
  40 0.79 35.3068 0.0282454
  41 0.81 6.019 0.0048152
  42 0.83 0.827122 0.000661698
  43 0.85 0.110245 8.81959e-05
  44 0.87 0.00812245 6.49796e-06
  45 0.89 0.000102041 8.16327e-08
  46 0.91 0 0
  47 0.93 0 0
  48 0.95 0 0
  49 0.97 0 0
  50 0.99 0 0
