# Chunk-averaged data for fix densityRegions2 and group client_coms
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
66500000 50 50.00000000000001
  1 0.01 1.69989 0.00135991
  2 0.03 1.73367 0.00138693
  3 0.05 1.75211 0.00140169
  4 0.07 1.79011 0.00143209
  5 0.09 1.77544 0.00142036
  6 0.11 1.78211 0.00142569
  7 0.13 1.75133 0.00140107
  8 0.15 1.71233 0.00136987
  9 0.17 1.71056 0.00136844
  10 0.19 1.651 0.0013208
  11 0.21 1.564 0.0012512
  12 0.23 1.34811 0.00107849
  13 0.25 0.956 0.0007648
  14 0.27 0.549778 0.000439822
  15 0.29 0.294444 0.000235556
  16 0.31 0.212222 0.000169778
  17 0.33 0.238111 0.000190489
  18 0.35 0.262444 0.000209956
  19 0.37 0.304 0.0002432
  20 0.39 0.252667 0.000202133
  21 0.41 0.242889 0.000194311
  22 0.43 0.260556 0.000208444
  23 0.45 0.218 0.0001744
  24 0.47 0.187444 0.000149956
  25 0.49 0.199222 0.000159378
  26 0.51 0.192667 0.000154133
  27 0.53 0.189222 0.000151378
  28 0.55 0.231444 0.000185156
  29 0.57 0.300333 0.000240267
  30 0.59 0.280444 0.000224356
  31 0.61 0.254111 0.000203289
  32 0.63 0.275111 0.000220089
  33 0.65 0.230667 0.000184533
  34 0.67 0.135667 0.000108533
  35 0.69 0.162778 0.000130222
  36 0.71 0.368333 0.000294667
  37 0.73 0.765 0.000612
  38 0.75 1.26944 0.00101556
  39 0.77 1.64444 0.00131556
  40 0.79 1.80111 0.00144089
  41 0.81 1.78967 0.00143173
  42 0.83 1.78611 0.00142889
  43 0.85 1.77944 0.00142356
  44 0.87 1.77767 0.00142213
  45 0.89 1.75144 0.00140116
  46 0.91 1.72811 0.00138249
  47 0.93 1.73433 0.00138747
  48 0.95 1.70844 0.00136676
  49 0.97 1.69222 0.00135378
  50 0.99 1.70333 0.00136267
76000000 50 50
  1 0.01 1.795 0.001436
  2 0.03 1.80044 0.00144036
  3 0.05 1.83311 0.00146649
  4 0.07 1.82156 0.00145724
  5 0.09 1.82044 0.00145636
  6 0.11 1.81411 0.00145129
  7 0.13 1.84556 0.00147644
  8 0.15 1.79944 0.00143956
  9 0.17 1.79178 0.00143342
  10 0.19 1.72067 0.00137653
  11 0.21 1.58689 0.00126951
  12 0.23 1.31133 0.00104907
  13 0.25 0.909444 0.000727556
  14 0.27 0.556667 0.000445333
  15 0.29 0.354111 0.000283289
  16 0.31 0.276778 0.000221422
  17 0.33 0.233444 0.000186756
  18 0.35 0.308222 0.000246578
  19 0.37 0.438 0.0003504
  20 0.39 0.403444 0.000322756
  21 0.41 0.316778 0.000253422
  22 0.43 0.274667 0.000219733
  23 0.45 0.222889 0.000178311
  24 0.47 0.216556 0.000173244
  25 0.49 0.182333 0.000145867
  26 0.51 0.120222 9.61778e-05
  27 0.53 0.156444 0.000125156
  28 0.55 0.261667 0.000209333
  29 0.57 0.242333 0.000193867
  30 0.59 0.250556 0.000200444
  31 0.61 0.244667 0.000195733
  32 0.63 0.304444 0.000243556
  33 0.65 0.305222 0.000244178
  34 0.67 0.301556 0.000241244
  35 0.69 0.309556 0.000247644
  36 0.71 0.410111 0.000328089
  37 0.73 0.662778 0.000530222
  38 0.75 1.00056 0.000800444
  39 0.77 1.354 0.0010832
  40 0.79 1.57067 0.00125653
