# Chunk-averaged data for fix densityRegions3 and group polymer
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
49500000 50 25400
  1 0.01 0 0
  2 0.03 0 0
  3 0.05 0 0
  4 0.07 0.0156327 1.25061e-05
  5 0.09 0.215429 0.000172343
  6 0.11 1.14171 0.000913371
  7 0.13 4.5671 0.00365368
  8 0.15 12.5494 0.0100396
  9 0.17 31.5822 0.0252658
  10 0.19 73.7443 0.0589954
  11 0.21 147.687 0.11815
  12 0.23 269.283 0.215426
  13 0.25 440.374 0.352299
  14 0.27 627.558 0.502046
  15 0.29 783.646 0.626917
  16 0.31 878.99 0.703192
  17 0.33 952.514 0.762011
  18 0.35 1001.8 0.801437
  19 0.37 1035.04 0.828034
  20 0.39 1034.47 0.827576
  21 0.41 1039.12 0.831294
  22 0.43 1030.95 0.824758
  23 0.45 1002.01 0.801606
  24 0.47 1009.58 0.807661
  25 0.49 1024.27 0.819413
  26 0.51 1008.59 0.806872
  27 0.53 1013.03 0.810425
  28 0.55 1016.37 0.813095
  29 0.57 1031.75 0.825396
  30 0.59 1088.02 0.870416
  31 0.61 1106.33 0.885067
  32 0.63 1096.24 0.876996
  33 0.65 1075.19 0.860148
  34 0.67 1037.01 0.829612
  35 0.69 965.51 0.772408
  36 0.71 827.901 0.662321
  37 0.73 666.013 0.53281
  38 0.75 502.76 0.402208
  39 0.77 322.029 0.257623
  40 0.79 154.449 0.123559
  41 0.81 57.5038 0.046003
  42 0.83 19.3991 0.0155193
  43 0.85 7.16618 0.00573295
  44 0.87 2.65751 0.00212601
  45 0.89 0.774163 0.000619331
  46 0.91 0.169776 0.00013582
  47 0.93 0.034898 2.79184e-05
  48 0.95 0.00679592 5.43673e-06
  49 0.97 0.000142857 1.14286e-07
  50 0.99 0 0
99000000 50 25399.999999999996
  1 0.01 0 0
  2 0.03 0 0
  3 0.05 0 0
  4 0.07 8.16327e-05 6.53061e-08
  5 0.09 0.00361224 2.8898e-06
  6 0.11 0.052449 4.19592e-05
  7 0.13 0.425408 0.000340327
  8 0.15 2.97671 0.00238137
  9 0.17 14.8117 0.0118494
  10 0.19 52.9081 0.0423265
  11 0.21 133.885 0.107108
  12 0.23 261.923 0.209538
  13 0.25 418.267 0.334613
  14 0.27 586.919 0.469535
  15 0.29 733.762 0.58701
  16 0.31 850.655 0.680524
  17 0.33 936.356 0.749085
  18 0.35 999.005 0.799204
  19 0.37 1030.59 0.824471
  20 0.39 1036.11 0.828886
  21 0.41 1033.69 0.826949
  22 0.43 1027.98 0.822382
  23 0.45 1055.09 0.844072
  24 0.47 1087.84 0.870271
  25 0.49 1081.03 0.864824
  26 0.51 1038.7 0.830956
  27 0.53 1023.9 0.81912
  28 0.55 1028.93 0.823147
  29 0.57 1035.58 0.828465
  30 0.59 1069.47 0.855578
  31 0.61 1117.44 0.893953
  32 0.63 1132.69 0.906155
  33 0.65 1113.35 0.890684
  34 0.67 1074.96 0.859966
  35 0.69 1007.48 0.805985
  36 0.71 875.4 0.70032
  37 0.73 675.411 0.540329
  38 0.75 449.081 0.359265
  39 0.77 256.563 0.205251
  40 0.79 114.776 0.0918207
  41 0.81 34.3677 0.0274941
  42 0.83 6.66443 0.00533154
  43 0.85 0.861714 0.000689371
  44 0.87 0.0873061 6.98449e-05
  45 0.89 0.00604082 4.83265e-06
  46 0.91 0.000102041 8.16327e-08
  47 0.93 0 0
  48 0.95 0 0
  49 0.97 0 0
  50 0.99 0 0
148500000 50 25400
  1 0.01 0 0
  2 0.03 0 0
  3 0.05 0 0
  4 0.07 0 0
  5 0.09 0.00108163 8.65306e-07
  6 0.11 0.072449 5.79592e-05
  7 0.13 0.732939 0.000586351
  8 0.15 4.79896 0.00383917
  9 0.17 19.7228 0.0157782
  10 0.19 56.1218 0.0448975
  11 0.21 129.067 0.103253
  12 0.23 243.256 0.194605
  13 0.25 386.547 0.309238
  14 0.27 556.973 0.445578
  15 0.29 747.723 0.598179
  16 0.31 939.654 0.751723
