# Chunk-averaged data for fix densityRegions2 and group client_coms
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
66500000 50 50
  1 0.01 1.96533 0.00157227
  2 0.03 1.95922 0.00156738
  3 0.05 1.93178 0.00154542
  4 0.07 1.92167 0.00153733
  5 0.09 1.94489 0.00155591
  6 0.11 1.90044 0.00152036
  7 0.13 1.89156 0.00151324
  8 0.15 1.89256 0.00151404
  9 0.17 1.86311 0.00149049
  10 0.19 1.77722 0.00142178
  11 0.21 1.57667 0.00126133
  12 0.23 1.20789 0.000966311
  13 0.25 0.805 0.000644
  14 0.27 0.464556 0.000371644
  15 0.29 0.285 0.000228
  16 0.31 0.203889 0.000163111
  17 0.33 0.189444 0.000151556
  18 0.35 0.205778 0.000164622
  19 0.37 0.222889 0.000178311
  20 0.39 0.187778 0.000150222
  21 0.41 0.199889 0.000159911
  22 0.43 0.197111 0.000157689
  23 0.45 0.218556 0.000174844
  24 0.47 0.185333 0.000148267
  25 0.49 0.161333 0.000129067
  26 0.51 0.136667 0.000109333
  27 0.53 0.108444 8.67556e-05
  28 0.55 0.131444 0.000105156
  29 0.57 0.145778 0.000116622
  30 0.59 0.135444 0.000108356
  31 0.61 0.141444 0.000113156
  32 0.63 0.126444 0.000101156
  33 0.65 0.151667 0.000121333
  34 0.67 0.181222 0.000144978
  35 0.69 0.215778 0.000172622
  36 0.71 0.275222 0.000220178
  37 0.73 0.435778 0.000348622
  38 0.75 0.749222 0.000599378
  39 0.77 1.13589 0.000908711
  40 0.79 1.54156 0.00123324
  41 0.81 1.78433 0.00142747
  42 0.83 1.89422 0.00151538
  43 0.85 1.90689 0.00152551
  44 0.87 1.894 0.0015152
  45 0.89 1.87633 0.00150107
  46 0.91 1.87967 0.00150373
  47 0.93 1.95911 0.00156729
  48 0.95 1.94767 0.00155813
  49 0.97 1.93389 0.00154711
  50 0.99 1.953 0.0015624
76000000 50 50
  1 0.01 1.87089 0.00149671
  2 0.03 1.85467 0.00148373
  3 0.05 1.88122 0.00150498
  4 0.07 1.87856 0.00150284
  5 0.09 1.88367 0.00150693
  6 0.11 1.86044 0.00148836
  7 0.13 1.88633 0.00150907
  8 0.15 1.89156 0.00151324
  9 0.17 1.84333 0.00147467
  10 0.19 1.77489 0.00141991
  11 0.21 1.613 0.0012904
  12 0.23 1.31656 0.00105324
  13 0.25 0.88 0.000704
  14 0.27 0.487889 0.000390311
  15 0.29 0.271444 0.000217156
  16 0.31 0.169 0.0001352
  17 0.33 0.128556 0.000102844
  18 0.35 0.150667 0.000120533
  19 0.37 0.198111 0.000158489
  20 0.39 0.254333 0.000203467
  21 0.41 0.242111 0.000193689
  22 0.43 0.248111 0.000198489
  23 0.45 0.251111 0.000200889
  24 0.47 0.207667 0.000166133
  25 0.49 0.150667 0.000120533
  26 0.51 0.112444 8.99556e-05
  27 0.53 0.119667 9.57333e-05
  28 0.55 0.163444 0.000130756
  29 0.57 0.268444 0.000214756
  30 0.59 0.253667 0.000202933
  31 0.61 0.166333 0.000133067
  32 0.63 0.137444 0.000109956
  33 0.65 0.131667 0.000105333
  34 0.67 0.119444 9.55556e-05
  35 0.69 0.187667 0.000150133
  36 0.71 0.295667 0.000236533
  37 0.73 0.541889 0.000433511
  38 0.75 0.885444 0.000708356
  39 0.77 1.32033 0.00105627
  40 0.79 1.67167 0.00133733
  41 0.81 1.87456 0.00149964
  42 0.83 1.87644 0.00150116
  43 0.85 1.826 0.0014608
  44 0.87 1.82633 0.00146107
  45 0.89 1.83422 0.00146738
  46 0.91 1.85122 0.00148098
  47 0.93 1.84356 0.00147484
  48 0.95 1.84778 0.00147822
  49 0.97 1.84078 0.00147262
  50 0.99 1.80911 0.00144729
85500000 50 50
  1 0.01 1.86822 0.00149458
  2 0.03 1.85344 0.00148276
  3 0.05 1.81322 0.00145058
  4 0.07 1.84689 0.00147751
  5 0.09 1.86911 0.00149529
  6 0.11 1.88833 0.00151067
  7 0.13 1.87633 0.00150107
  8 0.15 1.91356 0.00153084
  9 0.17 1.94744 0.00155796
  10 0.19 1.86756 0.00149404
  11 0.21 1.74367 0.00139493
  12 0.23 1.45722 0.00116578
  13 0.25 1.08256 0.000866044
  14 0.27 0.690222 0.000552178
  15 0.29 0.403556 0.000322844
  16 0.31 0.242556 0.000194044
  17 0.33 0.143111 0.000114489
  18 0.35 0.136889 0.000109511
  19 0.37 0.16 0.000128
  20 0.39 0.185333 0.000148267
  21 0.41 0.217667 0.000174133
  22 0.43 0.215111 0.000172089
  23 0.45 0.202 0.0001616
  24 0.47 0.218667 0.000174933
  25 0.49 0.185222 0.000148178
  26 0.51 0.131556 0.000105244
  27 0.53 0.140556 0.000112444
  28 0.55 0.171889 0.000137511
  29 0.57 0.188 0.0001504
  30 0.59 0.178111 0.000142489
  31 0.61 0.124 9.92e-05
  32 0.63 0.115333 9.22667e-05
  33 0.65 0.122444 9.79556e-05
  34 0.67 0.124111 9.92889e-05
  35 0.69 0.198111 0.000158489
  36 0.71 0.393667 0.000314933
  37 0.73 0.664333 0.000531467
  38 0.75 1.00522 0.000804178
  39 0.77 1.33933 0.00107147
  40 0.79 1.55967 0.00124773
  41 0.81 1.68789 0.00135031
  42 0.83 1.71244 0.00136996
  43 0.85 1.76022 0.00140818
  44 0.87 1.71933 0.00137547
  45 0.89 1.72456 0.00137964
  46 0.91 1.71689 0.00137351
  47 0.93 1.71922 0.00137538
  48 0.95 1.76244 0.00140996
  49 0.97 1.84644 0.00147716
  50 0.99 1.86633 0.00149307
95000000 50 50.000000000000014
  1 0.01 1.87456 0.00149964
  2 0.03 1.85222 0.00148178
  3 0.05 1.88222 0.00150578
  4 0.07 1.88967 0.00151173
  5 0.09 1.902 0.0015216
  6 0.11 1.93833 0.00155067
  7 0.13 1.926 0.0015408
  8 0.15 1.89656 0.00151724
  9 0.17 1.86478 0.00149182
  10 0.19 1.80633 0.00144507
  11 0.21 1.61278 0.00129022
  12 0.23 1.30189 0.00104151
  13 0.25 0.851444 0.000681156
  14 0.27 0.448111 0.000358489
  15 0.29 0.239111 0.000191289
  16 0.31 0.163111 0.000130489
  17 0.33 0.129444 0.000103556
  18 0.35 0.135444 0.000108356
  19 0.37 0.219111 0.000175289
  20 0.39 0.232667 0.000186133
  21 0.41 0.223667 0.000178933
  22 0.43 0.187444 0.000149956
  23 0.45 0.167667 0.000134133
  24 0.47 0.195222 0.000156178
  25 0.49 0.203333 0.000162667
  26 0.51 0.209111 0.000167289
  27 0.53 0.235222 0.000188178
  28 0.55 0.238333 0.000190667
  29 0.57 0.206667 0.000165333
  30 0.59 0.153889 0.000123111
  31 0.61 0.156111 0.000124889
  32 0.63 0.192111 0.000153689
  33 0.65 0.242333 0.000193867
  34 0.67 0.238 0.0001904
  35 0.69 0.248667 0.000198933
  36 0.71 0.305 0.000244
  37 0.73 0.487778 0.000390222
  38 0.75 0.813667 0.000650933
  39 0.77 1.20389 0.000963111
  40 0.79 1.53767 0.00123013
  41 0.81 1.73122 0.00138498
  42 0.83 1.83 0.001464
  43 0.85 1.83944 0.00147156
  44 0.87 1.86111 0.00148889
  45 0.89 1.86033 0.00148827
  46 0.91 1.85133 0.00148107
  47 0.93 1.86811 0.00149449
  48 0.95 1.855 0.001484
  49 0.97 1.84389 0.00147511
  50 0.99 1.848 0.0014784
104500000 50 50.00000000000001
  1 0.01 1.883 0.0015064
  2 0.03 1.86767 0.00149413
  3 0.05 1.9 0.00152
  4 0.07 1.91144 0.00152916
  5 0.09 1.87411 0.00149929
  6 0.11 1.877 0.0015016
  7 0.13 1.85922 0.00148738
  8 0.15 1.804 0.0014432
  9 0.17 1.80444 0.00144356
  10 0.19 1.75511 0.00140409
  11 0.21 1.65022 0.00132018
  12 0.23 1.436 0.0011488
  13 0.25 1.04189 0.000833511
  14 0.27 0.610333 0.000488267
  15 0.29 0.292778 0.000234222
  16 0.31 0.150444 0.000120356
  17 0.33 0.113556 9.08444e-05
  18 0.35 0.115667 9.25333e-05
  19 0.37 0.149667 0.000119733
  20 0.39 0.176111 0.000140889
  21 0.41 0.183778 0.000147022
  22 0.43 0.189556 0.000151644
  23 0.45 0.168111 0.000134489
  24 0.47 0.159556 0.000127644
  25 0.49 0.203556 0.000162844
  26 0.51 0.245222 0.000196178
  27 0.53 0.239444 0.000191556
  28 0.55 0.172222 0.000137778
  29 0.57 0.106444 8.51556e-05
  30 0.59 0.0858889 6.87111e-05
  31 0.61 0.114 9.12e-05
  32 0.63 0.156333 0.000125067
  33 0.65 0.201667 0.000161333
  34 0.67 0.239222 0.000191378
  35 0.69 0.288667 0.000230933
  36 0.71 0.406556 0.000325244
  37 0.73 0.629 0.0005032
  38 0.75 0.968889 0.000775111
  39 0.77 1.43722 0.00114978
  40 0.79 1.70389 0.00136311
  41 0.81 1.75767 0.00140613
  42 0.83 1.80478 0.00144382
  43 0.85 1.79444 0.00143556
  44 0.87 1.78233 0.00142587
  45 0.89 1.78422 0.00142738
  46 0.91 1.73933 0.00139147
  47 0.93 1.744 0.0013952
  48 0.95 1.77722 0.00142178
  49 0.97 1.81678 0.00145342
  50 0.99 1.82733 0.00146187
114000000 50 49.99999999999999
  1 0.01 1.83556 0.00146844
  2 0.03 1.87544 0.00150036
  3 0.05 1.874 0.0014992
  4 0.07 1.891 0.0015128
  5 0.09 1.92456 0.00153964
  6 0.11 1.92078 0.00153662
