# Chunk-averaged data for fix densityRegions3 and group polymer
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
49500000 50 25400
  1 0.01 0 0
  2 0.03 0 0
  3 0.05 4.08163e-05 3.26531e-08
  4 0.07 0.00530612 4.2449e-06
  5 0.09 0.0661224 5.2898e-05
  6 0.11 0.464776 0.00037182
  7 0.13 2.9059 0.00232472
  8 0.15 11.1458 0.00891667
  9 0.17 31.415 0.025132
  10 0.19 77.8657 0.0622926
  11 0.21 183.826 0.147061
  12 0.23 393.703 0.314963
  13 0.25 656.781 0.525425
  14 0.27 860.282 0.688226
  15 0.29 962.571 0.770057
  16 0.31 989.915 0.791932
  17 0.33 974.204 0.779363
  18 0.35 973.048 0.778438
  19 0.37 960.533 0.768426
  20 0.39 951.228 0.760982
  21 0.41 935.808 0.748646
  22 0.43 925.604 0.740483
  23 0.45 946.196 0.756957
  24 0.47 984.501 0.787601
  25 0.49 1035.51 0.828407
  26 0.51 1052.1 0.841676
  27 0.53 1017.72 0.814172
  28 0.55 957.043 0.765634
  29 0.57 939.279 0.751423
  30 0.59 949.05 0.75924
  31 0.61 916.769 0.733415
  32 0.63 863.168 0.690534
  33 0.65 871.463 0.69717
  34 0.67 905.268 0.724214
  35 0.69 899.113 0.71929
  36 0.71 873.544 0.698835
  37 0.73 783.76 0.627008
  38 0.75 633.218 0.506575
  39 0.77 433.373 0.346698
  40 0.79 247.911 0.198329
  41 0.81 121.318 0.097054
  42 0.83 52.3671 0.0418937
  43 0.85 18.0551 0.0144441
  44 0.87 5.43924 0.0043514
  45 0.89 1.84712 0.0014777
  46 0.91 0.500776 0.00040062
  47 0.93 0.117878 9.4302e-05
  48 0.95 0.0107755 8.62041e-06
  49 0.97 0 0
  50 0.99 0 0
99000000 50 25399.999999999993
  1 0.01 0 0
  2 0.03 0 0
  3 0.05 0.00259184 2.07347e-06
  4 0.07 0.0486531 3.89224e-05
  5 0.09 0.300735 0.000240588
  6 0.11 1.75661 0.00140529
  7 0.13 6.72369 0.00537896
  8 0.15 19.751 0.0158008
  9 0.17 42.9494 0.0343595
  10 0.19 81.1853 0.0649483
  11 0.21 163.111 0.130489
  12 0.23 334.339 0.267471
  13 0.25 579.621 0.463697
  14 0.27 819.361 0.655489
  15 0.29 965.354 0.772283
  16 0.31 1013.97 0.811174
  17 0.33 1019.28 0.815427
  18 0.35 1023.35 0.818684
  19 0.37 1036.12 0.828893
  20 0.39 992.429 0.793943
  21 0.41 948.324 0.758659
  22 0.43 934.746 0.747797
  23 0.45 977.27 0.781816
  24 0.47 997.99 0.798392
  25 0.49 979.893 0.783915
  26 0.51 977.725 0.78218
  27 0.53 976.464 0.781171
  28 0.55 971.343 0.777074
  29 0.57 973.316 0.778653
  30 0.59 949.508 0.759607
  31 0.61 918.565 0.734852
  32 0.63 927.648 0.742119
  33 0.65 970.651 0.776521
  34 0.67 995.506 0.796405
  35 0.69 956.09 0.764872
  36 0.71 876.086 0.700869
  37 0.73 757.504 0.606003
  38 0.75 578.446 0.462757
  39 0.77 360.186 0.288148
  40 0.79 174.189 0.139351
  41 0.81 65.8116 0.0526493
  42 0.83 23.0329 0.0184263
  43 0.85 7.5241 0.00601928
  44 0.87 2.00739 0.00160591
  45 0.89 0.463735 0.000370988
  46 0.91 0.0526122 4.20898e-05
  47 0.93 0.00153061 1.22449e-06
  48 0.95 0 0
  49 0.97 0 0
  50 0.99 0 0
148500000 50 25400.000000000004
  1 0.01 0 0
  2 0.03 0 0
  3 0.05 0 0
  4 0.07 6.12245e-05 4.89796e-08
  5 0.09 0.00646939 5.17551e-06
  6 0.11 0.0580612 4.6449e-05
  7 0.13 0.26151 0.000209208
  8 0.15 1.20035 0.000960278
  9 0.17 5.82314 0.00465851
  10 0.19 27.5389 0.0220311
  11 0.21 101.668 0.0813345
  12 0.23 287.25 0.2298
  13 0.25 567.856 0.454285
  14 0.27 816.034 0.652827
  15 0.29 954.477 0.763582
  16 0.31 1006.07 0.804854
  17 0.33 1002.32 0.801858
  18 0.35 1003.1 0.80248
  19 0.37 1040.28 0.832225
  20 0.39 1087.4 0.869919
  21 0.41 1076.78 0.861425
  22 0.43 1016.04 0.812834
  23 0.45 997.88 0.798304
  24 0.47 1024.98 0.819983
  25 0.49 1002.53 0.802025
  26 0.51 952.5 0.762
  27 0.53 961.301 0.769041
  28 0.55 1009.41 0.807527
  29 0.57 1037.15 0.829718
  30 0.59 1046.51 0.837206
  31 0.61 1052.12 0.841698
  32 0.63 1065.72 0.852578
  33 0.65 1028.2 0.822563
  34 0.67 986.172 0.788938
  35 0.69 938.596 0.750876
  36 0.71 831.071 0.664857
  37 0.73 665.352 0.532282
  38 0.75 441.52 0.353216
  39 0.77 231.055 0.184844
  40 0.79 94.0307 0.0752246
  41 0.81 29.4786 0.0235829
  42 0.83 7.59069 0.00607256
  43 0.85 1.97369 0.00157896
  44 0.87 0.518633 0.000414906
  45 0.89 0.136939 0.000109551
  46 0.91 0.027898 2.23184e-05
  47 0.93 0.00338776 2.7102e-06
  48 0.95 0 0
  49 0.97 0 0
  50 0.99 0 0
