# Chunk-averaged data for fix densityRegions2 and group client_coms
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
49500000 50 50
  1 0.01 0.111694 8.93551e-05
  2 0.03 0.113816 9.10531e-05
  3 0.05 0.115673 9.25388e-05
  4 0.07 0.114286 9.14286e-05
  5 0.09 0.116918 9.35347e-05
  6 0.11 0.128694 0.000102955
  7 0.13 0.149082 0.000119265
  8 0.15 0.188776 0.00015102
  9 0.17 0.243898 0.000195118
  10 0.19 0.318102 0.000254482
  11 0.21 0.49649 0.000397192
  12 0.23 0.798265 0.000638612
  13 0.25 1.17831 0.000942645
  14 0.27 1.56647 0.00125318
  15 0.29 1.77094 0.00141675
  16 0.31 1.77486 0.00141989
  17 0.33 1.73567 0.00138854
  18 0.35 1.65055 0.00132044
  19 0.37 1.72776 0.0013822
  20 0.39 1.68094 0.00134475
  21 0.41 1.69735 0.00135788
  22 0.43 1.60796 0.00128637
  23 0.45 1.50722 0.00120578
  24 0.47 1.66278 0.00133022
  25 0.49 1.89706 0.00151765
  26 0.51 2.01282 0.00161025
  27 0.53 2.093 0.0016744
  28 0.55 2.26049 0.00180839
  29 0.57 2.15822 0.00172658
  30 0.59 2.02139 0.00161711
  31 0.61 2.19106 0.00175285
  32 0.63 1.94449 0.00155559
  33 0.65 1.56369 0.00125096
  34 0.67 1.44502 0.00115602
  35 0.69 1.533 0.0012264
  36 0.71 1.53727 0.00122981
  37 0.73 1.38741 0.00110993
  38 0.75 1.04159 0.000833273
  39 0.77 0.694429 0.000555543
  40 0.79 0.421878 0.000337502
  41 0.81 0.238612 0.00019089
  42 0.83 0.163939 0.000131151
  43 0.85 0.12951 0.000103608
  44 0.87 0.121469 9.71755e-05
  45 0.89 0.118592 9.48735e-05
  46 0.91 0.112408 8.99265e-05
  47 0.93 0.115755 9.26041e-05
  48 0.95 0.114796 9.18367e-05
  49 0.97 0.115082 9.20653e-05
  50 0.99 0.110531 8.84245e-05
99000000 50 49.99999999999999
  1 0.01 0.095102 7.60816e-05
  2 0.03 0.0936735 7.49388e-05
  3 0.05 0.0956939 7.65551e-05
  4 0.07 0.0942449 7.53959e-05
  5 0.09 0.0976327 7.81061e-05
  6 0.11 0.102429 8.19429e-05
  7 0.13 0.109755 8.78041e-05
  8 0.15 0.133714 0.000106971
  9 0.17 0.164449 0.000131559
  10 0.19 0.235449 0.000188359
  11 0.21 0.368612 0.00029489
  12 0.23 0.638184 0.000510547
  13 0.25 1.04733 0.000837861
  14 0.27 1.43145 0.00114516
  15 0.29 1.79763 0.00143811
  16 0.31 1.977 0.0015816
  17 0.33 1.88667 0.00150934
  18 0.35 1.58073 0.00126459
  19 0.37 1.40137 0.00112109
  20 0.39 1.61651 0.00129321
  21 0.41 1.84031 0.00147224
  22 0.43 1.81763 0.00145411
  23 0.45 1.98153 0.00158522
  24 0.47 2.0781 0.00166248
  25 0.49 1.92937 0.00154349
  26 0.51 1.77551 0.00142041
  27 0.53 1.79108 0.00143287
  28 0.55 2.04822 0.00163858
  29 0.57 2.15457 0.00172366
  30 0.59 1.98288 0.0015863
  31 0.61 1.84582 0.00147665
  32 0.63 1.80239 0.00144191
  33 0.65 1.73004 0.00138403
  34 0.67 1.83412 0.0014673
  35 0.69 2.00286 0.00160229
  36 0.71 1.90435 0.00152348
  37 0.73 1.49798 0.00119838
  38 0.75 0.943204 0.000754563
  39 0.77 0.550163 0.000440131
  40 0.79 0.332 0.0002656
  41 0.81 0.197551 0.000158041
  42 0.83 0.138673 0.000110939
  43 0.85 0.118959 9.51673e-05
  44 0.87 0.111388 8.91102e-05
  45 0.89 0.109735 8.77878e-05
  46 0.91 0.108408 8.67265e-05
  47 0.93 0.103204 8.25633e-05
  48 0.95 0.101408 8.11265e-05
  49 0.97 0.0990612 7.9249e-05
  50 0.99 0.101857 8.14857e-05
148500000 50 50.00000000000001
  1 0.01 0.11702 9.36163e-05
  2 0.03 0.120714 9.65714e-05
  3 0.05 0.116367 9.30939e-05
  4 0.07 0.11649 9.31918e-05
  5 0.09 0.117816 9.42531e-05
  6 0.11 0.113959 9.11673e-05
  7 0.13 0.11998 9.59837e-05
  8 0.15 0.125612 0.00010049
  9 0.17 0.146531 0.000117224
  10 0.19 0.203531 0.000162824
  11 0.21 0.345429 0.000276343
  12 0.23 0.598898 0.000479118
  13 0.25 1.00953 0.000807624
  14 0.27 1.36486 0.00109189
  15 0.29 1.66927 0.00133541
  16 0.31 1.94859 0.00155887
  17 0.33 2.17982 0.00174385
  18 0.35 2.04082 0.00163265
  19 0.37 1.882 0.0015056
  20 0.39 1.76465 0.00141172
