# Chunk-averaged data for fix densityRegions2 and group client_coms
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
66500000 50 49.99999999999999
  1 0.01 0.536333 0.000429067
  2 0.03 0.565111 0.000452089
  3 0.05 0.560889 0.000448711
  4 0.07 0.584778 0.000467822
  5 0.09 0.595667 0.000476533
  6 0.11 0.614333 0.000491467
  7 0.13 0.740778 0.000592622
  8 0.15 0.817889 0.000654311
  9 0.17 0.938444 0.000750756
  10 0.19 0.991111 0.000792889
  11 0.21 0.964667 0.000771733
  12 0.23 1.01144 0.000809156
  13 0.25 1.05511 0.000844089
  14 0.27 1.36167 0.00108933
  15 0.29 1.29589 0.00103671
  16 0.31 1.41922 0.00113538
  17 0.33 1.38322 0.00110658
  18 0.35 1.20978 0.000967822
  19 0.37 1.219 0.0009752
  20 0.39 1.31933 0.00105547
  21 0.41 1.46778 0.00117422
  22 0.43 1.41867 0.00113493
  23 0.45 1.14222 0.000913778
  24 0.47 0.907889 0.000726311
  25 0.49 1.05322 0.000842578
  26 0.51 1.431 0.0011448
  27 0.53 1.48289 0.00118631
  28 0.55 1.45689 0.00116551
  29 0.57 1.55944 0.00124756
  30 0.59 1.58689 0.00126951
  31 0.61 1.40811 0.00112649
  32 0.63 1.25567 0.00100453
  33 0.65 1.18622 0.000948978
  34 0.67 0.998778 0.000799022
  35 0.69 0.941222 0.000752978
  36 0.71 1.29511 0.00103609
  37 0.73 1.32644 0.00106116
  38 0.75 1.00056 0.000800444
  39 0.77 0.899333 0.000719467
  40 0.79 0.955889 0.000764711
  41 0.81 0.888778 0.000711022
  42 0.83 0.739444 0.000591556
  43 0.85 0.603778 0.000483022
  44 0.87 0.545556 0.000436444
  45 0.89 0.544667 0.000435733
  46 0.91 0.541667 0.000433333
  47 0.93 0.546444 0.000437156
  48 0.95 0.556667 0.000445333
  49 0.97 0.538667 0.000430933
  50 0.99 0.535444 0.000428356
76000000 50 50
  1 0.01 0.646444 0.000517156
  2 0.03 0.655778 0.000524622
  3 0.05 0.639444 0.000511556
  4 0.07 0.665556 0.000532444
  5 0.09 0.673889 0.000539111
  6 0.11 0.686 0.0005488
  7 0.13 0.710889 0.000568711
  8 0.15 0.780556 0.000624444
  9 0.17 0.906889 0.000725511
  10 0.19 1.08089 0.000864711
  11 0.21 1.08889 0.000871111
  12 0.23 1.09267 0.000874133
  13 0.25 1.275 0.00102
  14 0.27 1.45233 0.00116187
  15 0.29 1.52356 0.00121884
  16 0.31 1.33211 0.00106569
  17 0.33 1.31322 0.00105058
  18 0.35 1.22378 0.000979022
  19 0.37 0.777444 0.000621956
  20 0.39 0.717778 0.000574222
  21 0.41 1.18822 0.000950578
  22 0.43 1.22078 0.000976622
  23 0.45 1.27178 0.00101742
  24 0.47 1.16889 0.000935111
  25 0.49 1.46189 0.00116951
  26 0.51 1.51544 0.00121236
  27 0.53 1.25844 0.00100676
  28 0.55 1.18567 0.000948533
  29 0.57 1.18178 0.000945422
  30 0.59 1.23978 0.000991822
  31 0.61 0.930556 0.000744444
  32 0.63 1.14444 0.000915556
  33 0.65 1.40222 0.00112178
  34 0.67 1.12578 0.000900622
  35 0.69 0.844222 0.000675378
  36 0.71 1.03089 0.000824711
  37 0.73 1.33656 0.00106924
  38 0.75 1.24989 0.000999911
  39 0.77 1.084 0.0008672
  40 0.79 1.003 0.0008024
  41 0.81 0.829 0.0006632
  42 0.83 0.689667 0.000551733
  43 0.85 0.647222 0.000517778
  44 0.87 0.631667 0.000505333
  45 0.89 0.644111 0.000515289
  46 0.91 0.678889 0.000543111
  47 0.93 0.694111 0.000555289
  48 0.95 0.705111 0.000564089
  49 0.97 0.709556 0.000567644
  50 0.99 0.683333 0.000546667
85500000 50 50.00000000000001
  1 0.01 0.666111 0.000532889
  2 0.03 0.637444 0.000509956
  3 0.05 0.661444 0.000529156
  4 0.07 0.676778 0.000541422
  5 0.09 0.670111 0.000536089
  6 0.11 0.684444 0.000547556
  7 0.13 0.694 0.0005552
  8 0.15 0.787556 0.000630044
  9 0.17 0.909222 0.000727378
  10 0.19 0.948 0.0007584
  11 0.21 1.015 0.000812
  12 0.23 1.17544 0.000940356
  13 0.25 1.26656 0.00101324
  14 0.27 1.158 0.0009264
  15 0.29 1.03289 0.000826311
  16 0.31 1.21767 0.000974133
  17 0.33 1.466 0.0011728
  18 0.35 1.06944 0.000855556
  19 0.37 0.910556 0.000728444
  20 0.39 0.797556 0.000638044
  21 0.41 1.068 0.0008544
  22 0.43 1.20211 0.000961689
  23 0.45 1.34744 0.00107796
  24 0.47 1.44567 0.00115653
  25 0.49 1.63333 0.00130667
  26 0.51 1.39033 0.00111227
  27 0.53 0.916333 0.000733067
  28 0.55 1.10789 0.000886311
  29 0.57 1.36711 0.00109369
  30 0.59 1.47444 0.00117956
  31 0.61 1.16956 0.000935644
  32 0.63 1.20667 0.000965333
  33 0.65 1.33556 0.00106844
  34 0.67 1.46244 0.00116996
  35 0.69 1.03544 0.000828356
  36 0.71 1.02622 0.000820978
  37 0.73 1.21622 0.000972978
  38 0.75 1.20044 0.000960356
  39 0.77 1.14578 0.000916622
  40 0.79 1.02789 0.000822311
  41 0.81 0.799333 0.000639467
  42 0.83 0.662778 0.000530222
  43 0.85 0.642222 0.000513778
  44 0.87 0.661778 0.000529422
  45 0.89 0.656222 0.000524978
  46 0.91 0.658444 0.000526756
  47 0.93 0.676667 0.000541333
  48 0.95 0.657111 0.000525689
  49 0.97 0.681444 0.000545156
  50 0.99 0.680889 0.000544711
95000000 50 49.99999999999999
  1 0.01 0.629111 0.000503289
  2 0.03 0.610556 0.000488444
  3 0.05 0.614444 0.000491556
  4 0.07 0.622444 0.000497956
  5 0.09 0.608444 0.000486756
  6 0.11 0.613444 0.000490756
  7 0.13 0.665444 0.000532356
  8 0.15 0.747 0.0005976
  9 0.17 0.865556 0.000692444
  10 0.19 0.914556 0.000731644
  11 0.21 0.908556 0.000726844
  12 0.23 0.973889 0.000779111
  13 0.25 1.02978 0.000823822
  14 0.27 1.01989 0.000815911
  15 0.29 1.085 0.000868
  16 0.31 1.195 0.000956
  17 0.33 1.26878 0.00101502
  18 0.35 1.08322 0.000866578
  19 0.37 0.766222 0.000612978
  20 0.39 1.09322 0.000874578
  21 0.41 1.59422 0.00127538
  22 0.43 1.09744 0.000877956
  23 0.45 1.26989 0.00101591
  24 0.47 1.38267 0.00110613
  25 0.49 1.08256 0.000866044
  26 0.51 1.14789 0.000918311
  27 0.53 1.43589 0.00114871
  28 0.55 1.42278 0.00113822
  29 0.57 1.50656 0.00120524
  30 0.59 1.33889 0.00107111
  31 0.61 1.08256 0.000866044
  32 0.63 1.18967 0.000951733
  33 0.65 1.29578 0.00103662
  34 0.67 1.18944 0.000951556
  35 0.69 1.00189 0.000801511
  36 0.71 1.01967 0.000815733
  37 0.73 1.34178 0.00107342
  38 0.75 1.43133 0.00114507
  39 0.77 1.353 0.0010824
  40 0.79 1.17778 0.000942222
  41 0.81 1.02667 0.000821333
  42 0.83 0.815667 0.000652533
  43 0.85 0.721556 0.000577244
  44 0.87 0.691222 0.000552978
  45 0.89 0.673667 0.000538933
  46 0.91 0.678222 0.000542578
  47 0.93 0.703667 0.000562933
  48 0.95 0.680111 0.000544089
  49 0.97 0.672444 0.000537956
  50 0.99 0.660556 0.000528444
104500000 50 49.999999999999986
