# Chunk-averaged data for fix densityRegions2 and group client_coms
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
66500000 50 50
  1 0.01 1.73456 0.00138764
  2 0.03 1.72622 0.00138098
  3 0.05 1.73722 0.00138978
  4 0.07 1.69356 0.00135484
  5 0.09 1.67889 0.00134311
  6 0.11 1.67467 0.00133973
  7 0.13 1.63422 0.00130738
  8 0.15 1.65378 0.00132302
  9 0.17 1.57867 0.00126293
  10 0.19 1.459 0.0011672
  11 0.21 1.22789 0.000982311
  12 0.23 1.039 0.0008312
  13 0.25 0.808222 0.000646578
  14 0.27 0.596889 0.000477511
  15 0.29 0.460778 0.000368622
  16 0.31 0.380889 0.000304711
  17 0.33 0.427667 0.000342133
  18 0.35 0.598111 0.000478489
  19 0.37 0.614778 0.000491822
  20 0.39 0.502444 0.000401956
  21 0.41 0.462667 0.000370133
  22 0.43 0.400444 0.000320356
  23 0.45 0.429889 0.000343911
  24 0.47 0.441667 0.000353333
  25 0.49 0.525778 0.000420622
  26 0.51 0.514667 0.000411733
  27 0.53 0.456111 0.000364889
  28 0.55 0.368222 0.000294578
  29 0.57 0.266778 0.000213422
  30 0.59 0.256444 0.000205156
  31 0.61 0.322 0.0002576
  32 0.63 0.447333 0.000357867
  33 0.65 0.528556 0.000422844
  34 0.67 0.496111 0.000396889
  35 0.69 0.432444 0.000345956
  36 0.71 0.351556 0.000281244
  37 0.73 0.377778 0.000302222
  38 0.75 0.522333 0.000417867
  39 0.77 0.801333 0.000641067
  40 0.79 1.17356 0.000938844
  41 0.81 1.52244 0.00121796
  42 0.83 1.64911 0.00131929
  43 0.85 1.72544 0.00138036
  44 0.87 1.761 0.0014088
  45 0.89 1.75856 0.00140684
  46 0.91 1.75244 0.00140196
  47 0.93 1.77078 0.00141662
  48 0.95 1.74689 0.00139751
  49 0.97 1.75611 0.00140489
  50 0.99 1.75411 0.00140329
76000000 50 50
  1 0.01 1.80478 0.00144382
  2 0.03 1.82511 0.00146009
  3 0.05 1.84433 0.00147547
  4 0.07 1.86222 0.00148978
  5 0.09 1.838 0.0014704
  6 0.11 1.84411 0.00147529
  7 0.13 1.84644 0.00147716
  8 0.15 1.83244 0.00146596
  9 0.17 1.81189 0.00144951
  10 0.19 1.76489 0.00141191
  11 0.21 1.67378 0.00133902
  12 0.23 1.41011 0.00112809
  13 0.25 0.963222 0.000770578
  14 0.27 0.622778 0.000498222
  15 0.29 0.461444 0.000369156
  16 0.31 0.39 0.000312
  17 0.33 0.356667 0.000285333
  18 0.35 0.338667 0.000270933
  19 0.37 0.330556 0.000264444
  20 0.39 0.289889 0.000231911
  21 0.41 0.281667 0.000225333
  22 0.43 0.198667 0.000158933
  23 0.45 0.153333 0.000122667
  24 0.47 0.210556 0.000168444
  25 0.49 0.312778 0.000250222
  26 0.51 0.331444 0.000265156
  27 0.53 0.318111 0.000254489
  28 0.55 0.292333 0.000233867
  29 0.57 0.264444 0.000211556
  30 0.59 0.258444 0.000206756
  31 0.61 0.297 0.0002376
  32 0.63 0.378444 0.000302756
  33 0.65 0.427222 0.000341778
  34 0.67 0.405333 0.000324267
  35 0.69 0.346222 0.000276978
