# Chunk-averaged data for fix densityRegions2 and group client_coms
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
49500000 50 49.99999999999999
  1 0.01 0.127163 0.000101731
  2 0.03 0.129388 0.00010351
  3 0.05 0.127796 0.000102237
  4 0.07 0.127082 0.000101665
  5 0.09 0.124673 9.97388e-05
  6 0.11 0.120653 9.65224e-05
  7 0.13 0.116796 9.34367e-05
  8 0.15 0.117531 9.40245e-05
  9 0.17 0.12549 0.000100392
  10 0.19 0.156184 0.000124947
  11 0.21 0.264857 0.000211886
  12 0.23 0.476755 0.000381404
  13 0.25 0.836612 0.00066929
  14 0.27 1.31908 0.00105527
  15 0.29 1.7109 0.00136872
  16 0.31 1.77496 0.00141997
  17 0.33 2.01076 0.0016086
  18 0.35 1.87437 0.00149949
  19 0.37 1.7558 0.00140464
  20 0.39 1.59435 0.00127548
  21 0.41 1.40135 0.00112108
  22 0.43 1.48433 0.00118746
  23 0.45 1.767 0.0014136
  24 0.47 2.03418 0.00162735
  25 0.49 1.90716 0.00152573
  26 0.51 1.89994 0.00151995
  27 0.53 1.80349 0.00144279
  28 0.55 1.72492 0.00137993
  29 0.57 1.78618 0.00142895
  30 0.59 1.94614 0.00155691
  31 0.61 2.13453 0.00170762
  32 0.63 2.29565 0.00183652
  33 0.65 2.31602 0.00185282
  34 0.67 2.15129 0.00172103
  35 0.69 2.0869 0.00166952
  36 0.71 1.80402 0.00144322
  37 0.73 1.3568 0.00108544
  38 0.75 0.867061 0.000693649
  39 0.77 0.553898 0.000443118
  40 0.79 0.352714 0.000282171
  41 0.81 0.219347 0.000175478
  42 0.83 0.165857 0.000132686
  43 0.85 0.148449 0.000118759
  44 0.87 0.138755 0.000111004
  45 0.89 0.135878 0.000108702
  46 0.91 0.128347 0.000102678
  47 0.93 0.126184 0.000100947
  48 0.95 0.125918 0.000100735
  49 0.97 0.124776 9.98204e-05
  50 0.99 0.121735 9.73878e-05
99000000 50 50.00000000000001
  1 0.01 0.123531 9.88245e-05
  2 0.03 0.120939 9.6751e-05
  3 0.05 0.126286 0.000101029
  4 0.07 0.127531 0.000102024
  5 0.09 0.123041 9.84327e-05
  6 0.11 0.127816 0.000102253
  7 0.13 0.141327 0.000113061
  8 0.15 0.180245 0.000144196
  9 0.17 0.276306 0.000221045
  10 0.19 0.395306 0.000316245
  11 0.21 0.53849 0.000430792
  12 0.23 0.790143 0.000632114
  13 0.25 1.08176 0.000865404
  14 0.27 1.5122 0.00120976
  15 0.29 1.80396 0.00144317
  16 0.31 1.8041 0.00144328
  17 0.33 1.68549 0.00134839
  18 0.35 1.69994 0.00135995
  19 0.37 1.73535 0.00138828
  20 0.39 1.66429 0.00133143
  21 0.41 1.47167 0.00117734
  22 0.43 1.5338 0.00122704
  23 0.45 1.828 0.0014624
  24 0.47 1.80704 0.00144563
  25 0.49 1.55084 0.00124067
  26 0.51 1.52853 0.00122282
  27 0.53 1.63343 0.00130674
  28 0.55 2.10222 0.00168178
  29 0.57 2.56073 0.00204859
  30 0.59 2.65322 0.00212258
  31 0.61 2.25241 0.00180193
  32 0.63 1.68737 0.00134989
  33 0.65 1.5412 0.00123296
  34 0.67 1.62606 0.00130085
  35 0.69 1.65469 0.00132376
  36 0.71 1.6208 0.00129664
  37 0.73 1.41845 0.00113476
  38 0.75 1.08792 0.000870335
  39 0.77 0.670204 0.000536163
  40 0.79 0.338959 0.000271167
  41 0.81 0.19351 0.000154808
  42 0.83 0.151857 0.000121486
  43 0.85 0.141367 0.000113094
  44 0.87 0.136959 0.000109567
  45 0.89 0.130143 0.000104114
  46 0.91 0.125571 0.000100457
  47 0.93 0.126959 0.000101567
  48 0.95 0.125265 0.000100212
  49 0.97 0.121347 9.70776e-05
  50 0.99 0.121429 9.71429e-05
148500000 50 50
  1 0.01 0.125163 0.000100131
  2 0.03 0.131204 0.000104963
  3 0.05 0.132327 0.000105861
  4 0.07 0.130673 0.000104539
  5 0.09 0.126837 0.000101469
  6 0.11 0.129388 0.00010351
  7 0.13 0.135653 0.000108522
  8 0.15 0.144286 0.000115429
  9 0.17 0.175102 0.000140082
  10 0.19 0.288122 0.000230498
  11 0.21 0.559388 0.00044751
