# Chunk-averaged data for fix densityRegions3 and group polymer
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
49500000 50 25399.999999999996
  1 0.01 0 0
  2 0.03 0 0
  3 0.05 0 0
  4 0.07 0.00044898 3.59184e-07
  5 0.09 0.0180408 1.44327e-05
  6 0.11 0.0658367 5.26694e-05
  7 0.13 0.19449 0.000155592
  8 0.15 1.04559 0.000836473
  9 0.17 7.16163 0.00572931
  10 0.19 33.2388 0.0265911
  11 0.21 103.167 0.0825335
  12 0.23 221.632 0.177305
  13 0.25 375.967 0.300773
  14 0.27 561.462 0.44917
  15 0.29 746.497 0.597198
  16 0.31 922.82 0.738256
  17 0.33 1059.05 0.847241
  18 0.35 1139.48 0.911583
  19 0.37 1164.78 0.931823
  20 0.39 1150.62 0.920498
  21 0.41 1137.91 0.910326
  22 0.43 1122.91 0.898325
  23 0.45 1081.52 0.86522
  24 0.47 1074.5 0.859602
  25 0.49 1094.7 0.875763
  26 0.51 1071.96 0.857568
  27 0.53 1050.38 0.840302
  28 0.55 1073.58 0.858862
  29 0.57 1096.55 0.877238
  30 0.59 1106.87 0.885498
  31 0.61 1115.84 0.892672
  32 0.63 1119.7 0.895762
  33 0.65 1095.52 0.876415
  34 0.67 1037.19 0.829751
  35 0.69 938.077 0.750462
  36 0.71 772.725 0.61818
  37 0.73 515.789 0.412631
  38 0.75 260.894 0.208715
  39 0.77 102.588 0.08207
  40 0.79 32.6555 0.0261244
  41 0.81 8.67753 0.00694202
  42 0.83 1.86 0.001488
  43 0.85 0.333327 0.000266661
  44 0.87 0.0563469 4.50776e-05
  45 0.89 0.0116531 9.32245e-06
  46 0.91 0.000959184 7.67347e-07
  47 0.93 4.08163e-05 3.26531e-08
  48 0.95 0 0
  49 0.97 0 0
  50 0.99 0 0
99000000 50 25399.999999999993
  1 0.01 0 0
  2 0.03 0 0
  3 0.05 0 0
  4 0.07 0 0
  5 0.09 0 0
  6 0.11 0.00134694 1.07755e-06
  7 0.13 0.0127347 1.01878e-05
  8 0.15 0.388 0.0003104
  9 0.17 3.79806 0.00303845
  10 0.19 21.668 0.0173344
  11 0.21 81.2942 0.0650354
  12 0.23 207.98 0.166384
  13 0.25 402.241 0.321793
  14 0.27 634.84 0.507872
  15 0.29 831.47 0.665176
  16 0.31 953.466 0.762773
  17 0.33 1030.61 0.824488
  18 0.35 1080.76 0.864608
  19 0.37 1086.53 0.869223
  20 0.39 1096.63 0.877306
  21 0.41 1092.04 0.873633
  22 0.43 1043.95 0.83516
  23 0.45 1025.38 0.820302
  24 0.47 1058.22 0.846572
  25 0.49 1129.23 0.903386
  26 0.51 1126.79 0.901434
  27 0.53 1090.41 0.872328
  28 0.55 1062.33 0.849867
  29 0.57 1094.62 0.875693
  30 0.59 1176.81 0.941451
  31 0.61 1234.18 0.987344
  32 0.63 1226.84 0.981469
  33 0.65 1162.43 0.929944
  34 0.67 1078.93 0.863142
  35 0.69 943.809 0.755047
  36 0.71 698.243 0.558594
  37 0.73 430.806 0.344645
  38 0.75 208.628 0.166902
  39 0.77 67.2662 0.0538129
  40 0.79 14.5549 0.0116439
  41 0.81 2.46573 0.00197259
  42 0.83 0.349388 0.00027951
  43 0.85 0.0330204 2.64163e-05
  44 0.87 0.00195918 1.56735e-06
  45 0.89 0 0
  46 0.91 0 0
  47 0.93 0 0
  48 0.95 0 0
  49 0.97 0 0
  50 0.99 0 0
148500000 50 25400
  1 0.01 0 0
  2 0.03 0 0
  3 0.05 0 0
  4 0.07 0.000265306 2.12245e-07
  5 0.09 0.00302041 2.41633e-06
  6 0.11 0.0187143 1.49714e-05
  7 0.13 0.0965918 7.72735e-05
  8 0.15 0.407571 0.000326057
  9 0.17 1.88465 0.00150772
  10 0.19 8.8312 0.00706496
  11 0.21 38.7631 0.0310104
  12 0.23 128.693 0.102954
  13 0.25 315.557 0.252446
  14 0.27 574.431 0.459545
  15 0.29 826.21 0.660968
  16 0.31 1010.62 0.808492
  17 0.33 1108.67 0.886939
  18 0.35 1138.77 0.911015
  19 0.37 1132.91 0.906332
  20 0.39 1116.76 0.893407
  21 0.41 1113.68 0.890945
  22 0.43 1124.15 0.899321
  23 0.45 1114.99 0.891989
  24 0.47 1091.56 0.873247
  25 0.49 1106.89 0.885514
  26 0.51 1162.09 0.929669
  27 0.53 1143.83 0.91506
  28 0.55 1068.12 0.854498
  29 0.57 1046.23 0.836986
  30 0.59 1092.83 0.874261
  31 0.61 1133.02 0.906414
  32 0.63 1138.41 0.91073
  33 0.65 1133.01 0.906404
  34 0.67 1100.13 0.880104
  35 0.69 981.06 0.784848
  36 0.71 757.524 0.606019
  37 0.73 444.17 0.355336
  38 0.75 183.06 0.146448
  39 0.77 51.2869 0.0410296
  40 0.79 9.51773 0.00761419
  41 0.81 1.419 0.0011352
  42 0.83 0.296163 0.000236931
  43 0.85 0.0762653 6.10122e-05
  44 0.87 0.0276327 2.21061e-05
  45 0.89 0.00589796 4.71837e-06
  46 0.91 0.00159184 1.27347e-06
  47 0.93 0.000122449 9.79592e-08
  48 0.95 0 0
  49 0.97 0 0
  50 0.99 0 0
