# Chunk-averaged data for fix densityRegions3 and group polymer
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
49500000 50 25400
  1 0.01 0.00165306 1.32245e-06
  2 0.03 0 0
  3 0.05 0 0
  4 0.07 0 0
  5 0.09 0.000122449 9.79592e-08
  6 0.11 0.0152653 1.22122e-05
  7 0.13 0.287327 0.000229861
  8 0.15 2.32353 0.00185882
  9 0.17 13.2464 0.0105971
  10 0.19 51.322 0.0410576
  11 0.21 143.966 0.115173
  12 0.23 310.208 0.248166
  13 0.25 522.84 0.418272
  14 0.27 724.589 0.579671
  15 0.29 874.576 0.699661
  16 0.31 958.071 0.766456
  17 0.33 995.996 0.796796
  18 0.35 1049.54 0.83963
  19 0.37 1110.81 0.888647
  20 0.39 1086.51 0.86921
  21 0.41 1013.31 0.810649
  22 0.43 945.48 0.756384
  23 0.45 924.105 0.739284
  24 0.47 937.664 0.750131
  25 0.49 969.656 0.775724
  26 0.51 975.891 0.780712
  27 0.53 977.441 0.781953
  28 0.55 1003.32 0.802658
  29 0.57 1031.76 0.825405
  30 0.59 1024.79 0.819828
  31 0.61 1001.74 0.801395
  32 0.63 979.561 0.783649
  33 0.65 939.673 0.751738
  34 0.67 910.665 0.728532
  35 0.69 912.121 0.729697
  36 0.71 885.775 0.70862
  37 0.73 793.542 0.634833
  38 0.75 617.575 0.49406
  39 0.77 383.536 0.306829
  40 0.79 184.561 0.147649
  41 0.81 70.6569 0.0565255
  42 0.83 30.2121 0.0241697
  43 0.85 18.2095 0.0145676
  44 0.87 11.4649 0.00917189
  45 0.89 6.16324 0.0049306
  46 0.91 3.26824 0.0026146
  47 0.93 1.83643 0.00146914
  48 0.95 1.16184 0.000929469
  49 0.97 0.490714 0.000392571
  50 0.99 0.0718571 5.74857e-05
99000000 50 25400
  1 0.01 0 0
  2 0.03 0 0
  3 0.05 0.00022449 1.79592e-07
  4 0.07 0.0082449 6.59592e-06
  5 0.09 0.0679796 5.43837e-05
  6 0.11 0.287755 0.000230204
  7 0.13 1.4118 0.00112944
  8 0.15 5.41102 0.00432882
  9 0.17 17.3662 0.0138929
  10 0.19 50.1851 0.0401481
  11 0.21 128.474 0.102779
  12 0.23 271.33 0.217064
  13 0.25 489.324 0.391459
  14 0.27 723.855 0.579084
  15 0.29 894.279 0.715423
  16 0.31 958.646 0.766917
  17 0.33 947.117 0.757693
  18 0.35 979.07 0.783256
  19 0.37 1007.24 0.805789
  20 0.39 1006.07 0.804852
  21 0.41 972.661 0.778129
  22 0.43 949.914 0.759931
  23 0.45 974.821 0.779857
  24 0.47 1037.01 0.829606
  25 0.49 1081.05 0.864838
  26 0.51 1095.12 0.876097
  27 0.53 1069.31 0.855446
  28 0.55 1010.33 0.808264
  29 0.57 970.297 0.776238
  30 0.59 978.179 0.782543
  31 0.61 1003.23 0.802586
  32 0.63 1011.8 0.809442
  33 0.65 992.746 0.794197
  34 0.67 963.832 0.771066
  35 0.69 937.794 0.750235
  36 0.71 870.388 0.696311
  37 0.73 742.508 0.594006
  38 0.75 578.167 0.462534
  39 0.77 382.765 0.306212
  40 0.79 195.252 0.156202
  41 0.81 75.3222 0.0602577
  42 0.83 21.5454 0.0172363
  43 0.85 4.66876 0.003735
  44 0.87 0.91249 0.000729992
  45 0.89 0.203204 0.000162563
  46 0.91 0.0390816 3.12653e-05
  47 0.93 0.00204082 1.63265e-06
  48 0.95 0 0
  49 0.97 0 0
  50 0.99 0 0
148500000 50 25400.000000000004
  1 0.01 0 0
  2 0.03 0 0
  3 0.05 0 0
  4 0.07 0 0
  5 0.09 0.00106122 8.4898e-07
  6 0.11 0.0147551 1.18041e-05
  7 0.13 0.126673 0.000101339
  8 0.15 0.925041 0.000740033
  9 0.17 4.83176 0.0038654
  10 0.19 18.1447 0.0145158
  11 0.21 54.7366 0.0437893
  12 0.23 146.212 0.116969
  13 0.25 356.101 0.284881
  14 0.27 662.329 0.529863
  15 0.29 897.954 0.718363
  16 0.31 1009.54 0.807628
  17 0.33 1035.53 0.828424
  18 0.35 1002.09 0.801672
  19 0.37 995.028 0.796022
  20 0.39 1005.54 0.804434
  21 0.41 1015.7 0.812564
  22 0.43 1031.88 0.825503
  23 0.45 1063.43 0.850744
  24 0.47 1101.36 0.881088
  25 0.49 1122.52 0.898017
  26 0.51 1105.74 0.884592
  27 0.53 1081.89 0.865512
  28 0.55 1032.36 0.825886
  29 0.57 1002.4 0.80192
  30 0.59 1007.83 0.806268
  31 0.61 1024.34 0.81947
  32 0.63 1059.41 0.847526
  33 0.65 1038.29 0.830636
  34 0.67 958.179 0.766543
  35 0.69 867.791 0.694233
  36 0.71 775.232 0.620185
  37 0.73 653.232 0.522586
  38 0.75 507.882 0.406306
  39 0.77 358.141 0.286513
  40 0.79 221.741 0.177393
  41 0.81 110.414 0.0883312
  42 0.83 44.5903 0.0356723
  43 0.85 16.7036 0.0133629
  44 0.87 6.26947 0.00501558
  45 0.89 2.2938 0.00183504
  46 0.91 0.810429 0.000648343
  47 0.93 0.328796 0.000263037
  48 0.95 0.110469 8.83755e-05
  49 0.97 0.023 1.84e-05
  50 0.99 0.0015102 1.20816e-06
