# Chunk-averaged data for fix densityRegions3 and group polymer
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
49500000 50 25400
  1 0.01 0 0
  2 0.03 0 0
  3 0.05 0 0
  4 0.07 0 0
  5 0.09 4.08163e-05 3.26531e-08
  6 0.11 0.00157143 1.25714e-06
  7 0.13 0.0403673 3.22939e-05
  8 0.15 0.414102 0.000331282
  9 0.17 2.95878 0.00236702
  10 0.19 15.1257 0.0121005
  11 0.21 61.8949 0.049516
  12 0.23 197.607 0.158086
  13 0.25 455.212 0.364169
  14 0.27 741.415 0.593132
  15 0.29 907.872 0.726298
  16 0.31 998.586 0.798868
  17 0.33 1070.54 0.85643
  18 0.35 1099.58 0.879665
  19 0.37 1063.87 0.851096
  20 0.39 1012.22 0.809779
  21 0.41 1023.36 0.818687
  22 0.43 1066.74 0.85339
  23 0.45 1064.98 0.851987
  24 0.47 1073.47 0.858774
  25 0.49 1082.13 0.865708
  26 0.51 1056.55 0.845239
  27 0.53 1032.42 0.825939
  28 0.55 993.601 0.794881
  29 0.57 917.118 0.733695
  30 0.59 847.351 0.677881
  31 0.61 870.822 0.696657
  32 0.63 935.44 0.748352
  33 0.65 961.414 0.769131
  34 0.67 945.889 0.756711
  35 0.69 920.749 0.736599
  36 0.71 876.056 0.700844
  37 0.73 799.743 0.639794
  38 0.75 629.739 0.503792
  39 0.77 396.569 0.317255
  40 0.79 190.634 0.152508
  41 0.81 65.3889 0.0523111
  42 0.83 15.6974 0.0125579
  43 0.85 4.1789 0.00334312
  44 0.87 1.49388 0.0011951
  45 0.89 0.618959 0.000495167
  46 0.91 0.330714 0.000264571
  47 0.93 0.136306 0.000109045
  48 0.95 0.0275102 2.20082e-05
  49 0.97 0.00444898 3.55918e-06
  50 0.99 6.12245e-05 4.89796e-08
99000000 50 25400.000000000004
  1 0.01 0.127245 0.000101796
  2 0.03 0.232735 0.000186188
  3 0.05 0.344755 0.000275804
  4 0.07 0.709694 0.000567755
  5 0.09 1.66994 0.00133595
  6 0.11 3.54137 0.00283309
  7 0.13 7.78973 0.00623179
  8 0.15 18.4994 0.0147995
  9 0.17 45.5728 0.0364582
  10 0.19 110.05 0.08804
  11 0.21 229.563 0.183651
  12 0.23 386.396 0.309117
  13 0.25 540.912 0.432729
  14 0.27 669.452 0.535562
  15 0.29 757.454 0.605963
  16 0.31 840.004 0.672003
  17 0.33 916.76 0.733408
  18 0.35 969.203 0.775363
  19 0.37 970.415 0.776332
  20 0.39 973.052 0.778441
  21 0.41 1010.39 0.808316
  22 0.43 1029.85 0.823881
  23 0.45 1037.71 0.830169
  24 0.47 1029.07 0.823254
  25 0.49 1043.72 0.834978
  26 0.51 1076.46 0.861166
  27 0.53 1061.34 0.849071
  28 0.55 985.802 0.788641
  29 0.57 922.166 0.737732
  30 0.59 914.248 0.731398
  31 0.61 967.789 0.774231
  32 0.63 997.425 0.79794
  33 0.65 986.588 0.78927
  34 0.67 976.706 0.781365
  35 0.69 943.5 0.7548
  36 0.71 870.53 0.696424
  37 0.73 767.548 0.614038
  38 0.75 616.471 0.493177
  39 0.77 417.453 0.333962
  40 0.79 207.369 0.165895
  41 0.81 73.1049 0.058484
  42 0.83 18.1215 0.0144972
  43 0.85 3.62043 0.00289634
  44 0.87 0.795551 0.000636441
  45 0.89 0.269653 0.000215722
  46 0.91 0.0846531 6.77224e-05
  47 0.93 0.0138571 1.10857e-05
  48 0.95 0.0150204 1.20163e-05
  49 0.97 0.0337755 2.70204e-05
  50 0.99 0.0575102 4.60082e-05
148500000 50 25400.000000000007
  1 0.01 0 0
  2 0.03 6.12245e-05 4.89796e-08
  3 0.05 0.00412245 3.29796e-06
  4 0.07 0.0483878 3.87102e-05
  5 0.09 0.334041 0.000267233
  6 0.11 1.74343 0.00139474
  7 0.13 6.60451 0.00528361
  8 0.15 22.9517 0.0183613
  9 0.17 56.1167 0.0448933
  10 0.19 108.864 0.0870913
  11 0.21 202.661 0.162129
  12 0.23 350.115 0.280092
