# Chunk-averaged data for fix densityRegions3 and group polymer
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
49500000 50 25400
  1 0.01 0 0
  2 0.03 0 0
  3 0.05 0 0
  4 0.07 0 0
  5 0.09 0.000816327 6.53061e-07
  6 0.11 0.00359184 2.87347e-06
  7 0.13 0.021898 1.75184e-05
  8 0.15 0.152571 0.000122057
  9 0.17 1.26892 0.00101513
  10 0.19 8.9969 0.00719752
  11 0.21 48.1173 0.0384939
  12 0.23 175.349 0.140279
  13 0.25 407.669 0.326135
  14 0.27 661.308 0.529047
  15 0.29 854.157 0.683325
  16 0.31 962.999 0.770399
  17 0.33 1023.86 0.819084
  18 0.35 1056.6 0.845283
  19 0.37 1078.15 0.862523
  20 0.39 1062.49 0.849994
  21 0.41 1043.96 0.835164
  22 0.43 1048.87 0.839093
  23 0.45 1070.58 0.85646
  24 0.47 1096.31 0.877048
  25 0.49 1124.12 0.8993
  26 0.51 1117.68 0.894141
  27 0.53 1087.24 0.869795
  28 0.55 1092.01 0.873611
  29 0.57 1124.43 0.899545
  30 0.59 1150.33 0.920262
  31 0.61 1159.68 0.927747
  32 0.63 1156.43 0.925147
  33 0.65 1128.48 0.902782
  34 0.67 1102.41 0.881931
  35 0.69 1016.81 0.813444
  36 0.71 793.444 0.634755
  37 0.73 472.909 0.378327
  38 0.75 200.52 0.160416
  39 0.77 58.5772 0.0468618
  40 0.79 12.132 0.00970563
  41 0.81 1.69463 0.00135571
  42 0.83 0.203306 0.000162645
  43 0.85 0.0327551 2.62041e-05
  44 0.87 0.00153061 1.22449e-06
  45 0.89 0 0
  46 0.91 0 0
  47 0.93 0 0
  48 0.95 0 0
  49 0.97 0 0
  50 0.99 0 0
99000000 50 25400.000000000004
  1 0.01 0 0
  2 0.03 0 0
  3 0.05 0 0
  4 0.07 0 0
  5 0.09 0 0
  6 0.11 8.16327e-05 6.53061e-08
  7 0.13 0.00567347 4.53878e-06
  8 0.15 0.0930612 7.4449e-05
  9 0.17 0.904102 0.000723282
  10 0.19 6.03194 0.00482555
  11 0.21 29.9637 0.0239709
  12 0.23 114.244 0.0913948
  13 0.25 308.916 0.247133
  14 0.27 581.696 0.465357
  15 0.29 820.869 0.656695
  16 0.31 967.636 0.774108
  17 0.33 1040.59 0.832473
  18 0.35 1079.23 0.863386
  19 0.37 1087.71 0.870165
  20 0.39 1074.49 0.859591
  21 0.41 1081.19 0.864955
  22 0.43 1102.72 0.88218
  23 0.45 1135.07 0.908055
  24 0.47 1181.29 0.945034
  25 0.49 1196.11 0.956889
  26 0.51 1190.44 0.952353
  27 0.53 1160.96 0.928765
  28 0.55 1137.85 0.910281
  29 0.57 1155.74 0.924594
  30 0.59 1167.44 0.933952
  31 0.61 1155.81 0.924646
  32 0.63 1139.48 0.911585
  33 0.65 1109.47 0.887573
  34 0.67 1051.39 0.841111
  35 0.69 913.863 0.73109
  36 0.71 694.226 0.555381
  37 0.73 418.528 0.334822
  38 0.75 192.863 0.15429
  39 0.77 72.284 0.0578272
  40 0.79 23.4618 0.0187694
  41 0.81 6.008 0.0048064
  42 0.83 1.1809 0.000944718
  43 0.85 0.20351 0.000162808
  44 0.87 0.0335918 2.68735e-05
  45 0.89 0.00493878 3.95102e-06
  46 0.91 0.000285714 2.28571e-07
  47 0.93 0 0
  48 0.95 0 0
  49 0.97 0 0
  50 0.99 0 0
148500000 50 25400.000000000007
  1 0.01 0 0
  2 0.03 0 0
  3 0.05 0 0
  4 0.07 0.000530612 4.2449e-07
  5 0.09 0.00785714 6.28571e-06
  6 0.11 0.0341224 2.7298e-05
  7 0.13 0.144796 0.000115837
  8 0.15 0.457204 0.000365763
  9 0.17 0.97051 0.000776408
  10 0.19 2.57986 0.00206389
  11 0.21 15.4163 0.0123331
  12 0.23 81.5586 0.0652469
  13 0.25 253.971 0.203176
  14 0.27 513.675 0.41094
  15 0.29 762.997 0.610397
  16 0.31 940.452 0.752362
  17 0.33 1055.57 0.84446
  18 0.35 1115.04 0.892031
  19 0.37 1146.96 0.917567
  20 0.39 1136.78 0.909427
  21 0.41 1115.77 0.89262
  22 0.43 1087.03 0.869624
  23 0.45 1121.9 0.897524
  24 0.47 1206.45 0.965162
  25 0.49 1232.74 0.986195
  26 0.51 1221.83 0.977463
  27 0.53 1205.2 0.964161
  28 0.55 1196.05 0.95684
  29 0.57 1196.17 0.956932
  30 0.59 1202.05 0.961639
  31 0.61 1187.86 0.950291
  32 0.63 1159.16 0.92733
  33 0.65 1122.87 0.898299
  34 0.67 1037.03 0.829628
  35 0.69 871.873 0.697498
  36 0.71 639.58 0.511664
  37 0.73 364.631 0.291705
  38 0.75 149.63 0.119704
  39 0.77 43.6732 0.0349386
  40 0.79 9.56788 0.0076543
  41 0.81 1.78294 0.00142635
  42 0.83 0.375388 0.00030031
  43 0.85 0.102776 8.22204e-05
  44 0.87 0.0256939 2.05551e-05
  45 0.89 0.003 2.4e-06
  46 0.91 0 0
  47 0.93 0 0
  48 0.95 0 0
  49 0.97 0 0
  50 0.99 0 0
