# Chunk-averaged data for fix densityRegions3 and group polymer
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
49500000 50 25400
  1 0.01 0 0
  2 0.03 0 0
  3 0.05 0 0
  4 0.07 0.000959184 7.67347e-07
  5 0.09 0.0189796 1.51837e-05
  6 0.11 0.15198 0.000121584
  7 0.13 0.754633 0.000603706
  8 0.15 3.59392 0.00287513
  9 0.17 13.5783 0.0108627
  10 0.19 38.4049 0.0307239
  11 0.21 95.5544 0.0764435
  12 0.23 227.522 0.182018
  13 0.25 447.525 0.35802
  14 0.27 698.431 0.558745
  15 0.29 886.481 0.709185
  16 0.31 978.873 0.783098
  17 0.33 1004.79 0.803835
  18 0.35 1008.81 0.807044
  19 0.37 1005.79 0.804631
  20 0.39 1026.82 0.821456
  21 0.41 1065.3 0.852238
  22 0.43 1082.3 0.86584
  23 0.45 1072.99 0.858392
  24 0.47 1066.5 0.853202
  25 0.49 1065.38 0.852306
  26 0.51 1086.3 0.869044
  27 0.53 1106.77 0.885413
  28 0.55 1102.48 0.881983
  29 0.57 1061.49 0.84919
  30 0.59 1007.88 0.806308
  31 0.61 982.55 0.78604
  32 0.63 989.959 0.791967
  33 0.65 985.139 0.788111
  34 0.67 958.962 0.76717
  35 0.69 908.367 0.726694
  36 0.71 827.445 0.661956
  37 0.73 691.242 0.552994
  38 0.75 490.819 0.392655
  39 0.77 271.569 0.217255
  40 0.79 105.5 0.0843996
  41 0.81 27.5813 0.022065
  42 0.83 5.50365 0.00440292
  43 0.85 0.790857 0.000632686
  44 0.87 0.0787959 6.30367e-05
  45 0.89 0.00187755 1.50204e-06
  46 0.91 0 0
  47 0.93 0 0
  48 0.95 0 0
  49 0.97 0 0
  50 0.99 0 0
99000000 50 25399.999999999993
  1 0.01 0 0
  2 0.03 0 0
  3 0.05 0 0
  4 0.07 0 0
  5 0.09 0.00138776 1.1102e-06
  6 0.11 0.0359184 2.87347e-05
  7 0.13 0.29798 0.000238384
  8 0.15 2.17212 0.0017377
  9 0.17 13.2298 0.0105838
  10 0.19 50.5668 0.0404534
  11 0.21 135.546 0.108437
  12 0.23 287.064 0.229652
  13 0.25 515.392 0.412314
  14 0.27 745.858 0.596686
  15 0.29 887.751 0.710201
  16 0.31 956.42 0.765136
  17 0.33 1017.62 0.814096
  18 0.35 1024.73 0.819781
  19 0.37 983.004 0.786404
  20 0.39 970.236 0.776189
  21 0.41 993.525 0.79482
  22 0.43 1020.86 0.816685
  23 0.45 1060.17 0.848134
  24 0.47 1089.53 0.871625
  25 0.49 1088.18 0.870547
  26 0.51 1045.16 0.836128
  27 0.53 997.711 0.798169
  28 0.55 995.156 0.796124
  29 0.57 1021.49 0.817192
  30 0.59 1041.97 0.833574
  31 0.61 1045.89 0.836716
  32 0.63 1030.32 0.824253
  33 0.65 1026.59 0.821273
  34 0.67 1009.5 0.8076
  35 0.69 969.776 0.775821
  36 0.71 889.332 0.711466
  37 0.73 706.086 0.564869
  38 0.75 456.609 0.365288
  39 0.77 223.221 0.178577
  40 0.79 75.0807 0.0600646
  41 0.81 19.0612 0.0152489
  42 0.83 4.02378 0.00321902
  43 0.85 0.741571 0.000593257
  44 0.87 0.087551 7.00408e-05
  45 0.89 0.00828571 6.62857e-06
  46 0.91 0.000387755 3.10204e-07
  47 0.93 0 0
  48 0.95 0 0
  49 0.97 0 0
  50 0.99 0 0
148500000 50 25399.999999999996
  1 0.01 0 0
  2 0.03 0 0
  3 0.05 0 0
  4 0.07 0.000408163 3.26531e-07
  5 0.09 0.0146327 1.17061e-05
  6 0.11 0.133265 0.000106612
  7 0.13 0.544265 0.000435412
  8 0.15 2.2038 0.00176304
  9 0.17 7.58263 0.00606611
  10 0.19 26.5148 0.0212118
  11 0.21 85.2057 0.0681645
  12 0.23 223.464 0.178771
  13 0.25 448.402 0.358721
  14 0.27 695.033 0.556026
  15 0.29 889.514 0.711611
  16 0.31 1014.03 0.811228
  17 0.33 1073.09 0.858469
  18 0.35 1062.42 0.849937
