5.000000000000000000e-01 5.907793260692582038e-01
5.494464013827623505e-01 5.503953908500107683e-01
6.037826959849352804e-01 5.042108114035087629e-01
6.634924590522102150e-01 4.567990199805068707e-01
7.291070879416733375e-01 4.066106203703703237e-01
8.012105313844353205e-01 3.543382222222222211e-01
8.804444864382976466e-01 3.010229912280701914e-01
9.675141093816338467e-01 2.479744039961013780e-01
1.063194291373574130e+00 1.967891135477582709e-01
1.168336554731812749e+00 1.484792510688199008e-01
1.283876631202658380e+00 1.063073972868132655e-01
1.410842789667449138e+00 7.111608499920943349e-02
1.550364987399195149e+00 4.377673779490087735e-02
1.703684926312639014e+00 2.418909139366107880e-02
1.872167103705072222e+00 1.179782516276751091e-02
2.057310955835881305e+00 4.915881512588721018e-03
2.260764202418712454e+00 1.673927086592735120e-03
2.484337510787864911e+00 4.470550921698472971e-04
2.730020610245203372e+00 8.753967987570968881e-05
3.000000000000000444e+00 1.148678456344944149e-05
