5.000000000000000000e-01 6.648188494330269371e-01
5.494464013827623505e-01 6.301669497493297412e-01
6.037826959849352804e-01 5.919727656314381914e-01
6.634924590522102150e-01 5.481681150097467148e-01
7.291070879416733375e-01 5.025669478557504011e-01
8.012105313844353205e-01 4.537697129629629234e-01
8.804444864382976466e-01 4.022862646198830383e-01
9.675141093816338467e-01 3.488942802144249788e-01
1.063194291373574130e+00 2.946930024366471446e-01
1.168336554731812749e+00 2.411053884015594284e-01
1.283876631202658380e+00 1.890581284767237635e-01
1.410842789667449138e+00 1.417341177453442236e-01
1.550364987399195149e+00 1.003472916951228255e-01
1.703684926312639014e+00 6.623974418539690934e-02
1.872167103705072222e+00 3.998035460334792984e-02
2.057310955835881305e+00 2.173096046319415026e-02
2.260764202418712454e+00 1.036373332671545154e-02
2.484337510787864911e+00 4.185316200708962160e-03
2.730020610245203372e+00 1.380602938555992995e-03
3.000000000000000444e+00 3.523896635721957709e-04
