5.000000000000000000e-01 4.559379308122011309e-01
5.494464013827623505e-01 4.057657173489278568e-01
6.037826959849352804e-01 3.555176393762183307e-01
6.634924590522102150e-01 3.039758679337231650e-01
7.291070879416733375e-01 2.523599278752436392e-01
8.012105313844353205e-01 2.021561910331383660e-01
8.804444864382976466e-01 1.550507870370370356e-01
9.675141093816338467e-01 1.127925828460038804e-01
1.063194291373574130e+00 7.631314583743892266e-02
1.168336554731812749e+00 4.790142076228262602e-02
1.283876631202658380e+00 2.725485796349291084e-02
1.410842789667449138e+00 1.373766138648419358e-02
1.550364987399195149e+00 5.909960486932201718e-03
1.703684926312639014e+00 2.122429007037253488e-03
1.872167103705072222e+00 6.050565289356073110e-04
2.057310955835881305e+00 1.286748646575535456e-04
2.260764202418712454e+00 1.954376472681273671e-05
2.484337510787864911e+00 2.043933174773668762e-06
2.730020610245203372e+00 1.648333205462635919e-07
3.000000000000000444e+00 5.061489185021155611e-09
