5.000000000000000000e-01 7.544717450266530401e-01
5.494464013827623505e-01 7.279081935677899073e-01
6.037826959849352804e-01 6.981992107384827895e-01
6.634924590522102150e-01 6.651246046794085931e-01
7.291070879416733375e-01 6.260052499999999576e-01
8.012105313844353205e-01 5.854596437621832905e-01
8.804444864382976466e-01 5.412939556530214080e-01
9.675141093816338467e-01 4.936575126705652350e-01
1.063194291373574130e+00 4.429240662768031411e-01
1.168336554731812749e+00 3.897355116959064225e-01
1.283876631202658380e+00 3.349911257309942103e-01
1.410842789667449138e+00 2.786304816179381860e-01
1.550364987399195149e+00 2.247048083889066628e-01
1.703684926312639014e+00 1.738782661374952132e-01
1.872167103705072222e+00 1.279694967019894547e-01
2.057310955835881305e+00 8.812630748115521384e-02
2.260764202418712454e+00 5.650516086846744945e-02
2.484337510787864911e+00 3.308281667101864443e-02
2.730020610245203372e+00 1.719877385384863122e-02
3.000000000000000444e+00 7.840604410704395122e-03
