LAMMPS data file for client system
83 28 5 36.647601 -5.232713 11.270520
84 28 5 36.647601 -5.232713 7.270520
85 29 4 41.317068 5.524314 -1.107590
86 29 5 41.317068 5.524314 0.892410
87 29 5 41.317068 5.524314 -3.107590
88 30 4 40.708520 -0.449489 -3.269400
89 30 5 40.708520 -0.449489 -1.269400
90 30 5 40.708520 -0.449489 -5.269400
91 31 4 36.382905 -5.236617 -0.808260
92 31 5 36.382905 -5.236617 1.191740
93 31 5 36.382905 -5.236617 -2.808260
94 32 4 44.673481 -3.877816 2.743651
95 32 5 44.673481 -3.877816 4.743651
96 32 5 44.673481 -3.877816 0.743651
97 33 4 43.588485 -8.619892 0.348544
98 33 5 43.588485 -8.619892 2.348544
99 33 5 43.588485 -8.619892 -1.651456
100 34 4 41.854326 1.029613 5.860257
101 34 5 41.854326 1.029613 7.860257
102 34 5 41.854326 1.029613 3.860257
103 35 4 42.136009 -9.171604 -5.304192
104 35 5 42.136009 -9.171604 -3.304192
105 35 5 42.136009 -9.171604 -7.304192
106 36 4 43.730010 -4.798976 -5.900361
107 36 5 43.730010 -4.798976 -3.900361
108 36 5 43.730010 -4.798976 -7.900361
109 37 4 43.689194 -6.769720 6.299150
110 37 5 43.689194 -6.769720 8.299150
111 37 5 43.689194 -6.769720 4.299150
112 38 4 35.050605 -0.861081 6.594570
113 38 5 35.050605 -0.861081 8.594570
114 38 5 35.050605 -0.861081 4.594570
115 39 4 37.124491 2.740811 -6.998412
116 39 5 37.124491 2.740811 -4.998412
117 39 5 37.124491 2.740811 -8.998412
118 40 4 40.981266 0.373754 -8.213504
119 40 5 40.981266 0.373754 -6.213504
120 40 5 40.981266 0.373754 -10.213504
121 41 4 35.812856 -5.121286 5.131219
122 41 5 35.812856 -5.121286 7.131219
123 41 5 35.812856 -5.121286 3.131219
124 42 4 35.202946 -0.483576 -8.404653
125 42 5 35.202946 -0.483576 -6.404653
126 42 5 35.202946 -0.483576 -10.404653
127 43 4 38.923192 8.591568 -2.986538
128 43 5 38.923192 8.591568 -0.986538
129 43 5 38.923192 8.591568 -4.986538
130 44 4 40.798032 -4.367740 -0.196084
131 44 5 40.798032 -4.367740 1.803916
132 44 5 40.798032 -4.367740 -2.196084
133 45 4 40.111136 -8.288590 3.291192
134 45 5 40.111136 -8.288590 5.291192
135 45 5 40.111136 -8.288590 1.291192
136 46 4 44.960088 4.414008 -8.372559
137 46 5 44.960088 4.414008 -6.372559
138 46 5 44.960088 4.414008 -10.372559
139 47 4 39.005866 8.504636 -8.614068
140 47 5 39.005866 8.504636 -6.614068
141 47 5 39.005866 8.504636 -10.614068
142 48 4 37.482371 1.671026 0.751970
143 48 5 37.482371 1.671026 2.751970
144 48 5 37.482371 1.671026 -1.248030
145 49 4 36.508532 3.191449 6.219068
146 49 5 36.508532 3.191449 8.219068
147 49 5 36.508532 3.191449 4.219068
148 50 4 41.241910 -9.288675 9.003519
149 50 5 41.241910 -9.288675 11.003519
150 50 5 41.241910 -9.288675 7.003519
