LAMMPS data file for client system
107 18 5 -42.276909 10.148804 -3.353654
108 18 5 -42.559756 7.681963 -1.999883
109 19 4 -39.201968 -4.367740 -0.196084
110 19 5 -37.940012 -3.164403 0.783430
111 19 5 -38.002909 -5.925890 0.170564
112 19 5 -38.981797 -4.660370 -2.162271
113 19 5 -40.402069 -2.810504 -0.563200
114 19 5 -40.684915 -5.277345 0.790571
115 20 4 -39.888864 -8.288590 3.291192
116 20 5 -38.626908 -7.085253 4.270706
117 20 5 -38.689805 -9.846740 3.657840
118 20 5 -39.668693 -8.581220 1.325005
119 20 5 -41.088965 -6.731354 2.924077
120 20 5 -41.371812 -9.198195 4.277847
121 21 4 -35.039912 4.414008 -8.372559
122 21 5 -33.777956 5.617346 -7.393046
123 21 5 -33.840853 2.855859 -8.005911
124 21 5 -34.819741 4.121378 -10.338747
125 21 5 -36.240013 5.971245 -8.739675
126 21 5 -36.522860 3.504404 -7.385904
127 22 4 -40.994134 8.504636 -8.614068
128 22 5 -39.732178 9.707974 -7.634555
129 22 5 -39.795075 6.946487 -8.247420
130 22 5 -40.773963 8.212006 -10.580256
131 22 5 -42.194235 10.061873 -8.981184
132 22 5 -42.477082 7.595032 -7.627414
133 23 4 -42.517629 1.671026 0.751970
134 23 5 -41.255673 2.874364 1.731483
135 23 5 -41.318570 0.112877 1.118618
136 23 5 -42.297457 1.378396 -1.214217
137 23 5 -43.717730 3.228263 0.384854
138 23 5 -44.000576 0.761422 1.738625
139 24 4 -43.491468 3.191449 6.219068
140 24 5 -42.229511 4.394786 7.198581
141 24 5 -42.292408 1.633299 6.585716
142 24 5 -43.271296 2.898819 4.252880
143 24 5 -44.691569 4.748686 5.851952
144 24 5 -44.974415 2.281844 7.205723
145 25 4 -38.758090 -9.288675 9.003519
146 25 5 -37.496134 -8.085338 9.983032
147 25 5 -37.559031 -10.846825 9.370167
148 25 5 -38.537919 -9.581305 7.037332
149 25 5 -39.958191 -7.731439 8.636403
150 25 5 -40.241037 -10.198280 9.990174
151 26 4 41.513153 5.440619 5.379288
152 26 5 42.775109 6.643956 6.358801
153 26 5 42.712212 3.882469 5.745936
154 26 5 41.733325 5.147989 3.413101
155 26 5 40.313052 6.997855 5.012172
156 26 5 40.030206 4.531014 6.365943
157 27 4 37.531419 -5.146680 -9.048449
158 27 5 38.793375 -3.943343 -8.068936
159 27 5 38.730478 -6.704830 -8.681801
160 27 5 37.751591 -5.439310 -11.014636
161 27 5 36.331318 -3.589444 -9.415565
162 27 5 36.048472 -6.056285 -8.061794
163 28 4 36.647601 -5.232713 9.270520
164 28 5 37.909557 -4.029376 10.250034
165 28 5 37.846660 -6.790863 9.637168
166 28 5 36.867772 -5.525343 7.304333
167 28 5 35.447500 -3.675477 8.903405
168 28 5 35.164653 -6.142318 10.257175
169 29 4 41.317068 5.524314 -1.107590
170 29 5 42.579024 6.727651 -0.128077
171 29 5 42.516127 3.966164 -0.740942
172 29 5 41.537240 5.231684 -3.073777
173 29 5 40.116967 7.081550 -1.474706
174 29 5 39.834121 4.614709 -0.120935
175 30 4 40.708520 -0.449489 -3.269400
176 30 5 41.970476 0.753848 -2.289887
177 30 5 41.907579 -2.007639 -2.902752
178 30 5 40.928692 -0.742119 -5.235587
179 30 5 39.508419 1.107747 -3.636516
180 30 5 39.225573 -1.359094 -2.282745
181 31 4 36.382905 -5.236617 -0.808260
182 31 5 37.644861 -4.033279 0.171253
183 31 5 37.581964 -6.794766 -0.441612
184 31 5 36.603077 -5.529247 -2.774448
185 31 5 35.182804 -3.679380 -1.175376
186 31 5 34.899958 -6.146221 0.178394
187 32 4 44.673481 -3.877816 2.743651
188 32 5 45.935438 -2.674479 3.723165
189 32 5 45.872541 -5.435966 3.110299
190 32 5 44.893653 -4.170446 0.777464
191 32 5 43.473380 -2.320579 2.376535
192 32 5 43.190534 -4.787421 3.730306
193 33 4 43.588485 -8.619892 0.348544
194 33 5 44.850441 -7.416555 1.328057
195 33 5 44.787544 -10.178042 0.715192
196 33 5 43.808656 -8.912522 -1.617643
197 33 5 42.388384 -7.062656 -0.018572
198 33 5 42.105538 -9.529497 1.335199
199 34 4 41.854326 1.029613 5.860257
200 34 5 43.116282 2.232950 6.839770
201 34 5 43.053385 -0.528537 6.226905
202 34 5 42.074497 0.736983 3.894069
203 34 5 40.654225 2.586849 5.493141
204 34 5 40.371378 0.120008 6.846912
205 35 4 42.136009 -9.171604 -5.304192
206 35 5 43.397965 -7.968267 -4.324678
207 35 5 43.335068 -10.729754 -4.937544
208 35 5 42.356180 -9.464234 -7.270379
209 35 5 40.935908 -7.614367 -5.671307
210 35 5 40.653061 -10.081209 -4.317537
211 36 4 43.730010 -4.798976 -5.900361
212 36 5 44.991966 -3.595639 -4.920848
213 36 5 44.929069 -6.357126 -5.533713
214 36 5 43.950182 -5.091606 -7.866548
215 36 5 42.529909 -3.241740 -6.267477
216 36 5 42.247063 -5.708581 -4.913706
217 37 4 43.689194 -6.769720 6.299150
218 37 5 44.951150 -5.566382 7.278664
219 37 5 44.888253 -8.327870 6.665798
220 37 5 43.909366 -7.062350 4.332963
221 37 5 42.489093 -5.212483 5.932035
222 37 5 42.206247 -7.679325 7.285805
223 38 4 35.050605 -0.861081 6.594570
224 38 5 36.312562 0.342256 7.574084
225 38 5 36.249665 -2.419231 6.961219
226 38 5 35.270777 -1.153711 4.628383
227 38 5 33.850504 0.696155 6.227455
228 38 5 33.567658 -1.770686 7.581225
229 39 4 37.124491 2.740811 -6.998412
230 39 5 38.386447 3.944148 -6.018899
231 39 5 38.323550 1.182661 -6.631764
232 39 5 37.344662 2.448181 -8.964600
233 39 5 35.924390 4.298048 -7.365528
234 39 5 35.641544 1.831206 -6.011758
235 40 4 40.981266 0.373754 -8.213504
236 40 5 42.243222 1.577091 -7.233991
237 40 5 42.180325 -1.184396 -7.846856
238 40 5 41.201437 0.081124 -10.179692
239 40 5 39.781165 1.930990 -8.580620
240 40 5 39.498318 -0.535851 -7.226850
241 41 4 35.812856 -5.121286 5.131219
242 41 5 37.074812 -3.917949 6.110733
243 41 5 37.011915 -6.679436 5.497867
244 41 5 36.033027 -5.413916 3.165032
245 41 5 34.612755 -3.564050 4.764103
246 41 5 34.329908 -6.030891 6.117874
247 42 4 35.202946 -0.483576 -8.404653
248 42 5 36.464903 0.719761 -7.425140
249 42 5 36.402006 -2.041726 -8.038005
250 42 5 35.423118 -0.776206 -10.370840
251 42 5 34.002845 1.073661 -8.771769
252 42 5 33.719999 -1.393181 -7.417998
253 43 4 38.923192 8.591568 -2.986538
254 43 5 40.185148 9.794905 -2.007025
255 43 5 40.122251 7.033418 -2.619890
256 43 5 39.143363 8.298938 -4.952725
257 43 5 37.723091 10.148804 -3.353654
258 43 5 37.440244 7.681963 -1.999883
259 44 4 40.798032 -4.367740 -0.196084
260 44 5 42.059988 -3.164403 0.783430
261 44 5 41.997091 -5.925890 0.170564
262 44 5 41.018203 -4.660370 -2.162271
263 44 5 39.597931 -2.810504 -0.563200
264 44 5 39.315085 -5.277345 0.790571
265 45 4 40.111136 -8.288590 3.291192
266 45 5 41.373092 -7.085253 4.270706
267 45 5 41.310195 -9.846740 3.657840
268 45 5 40.331307 -8.581220 1.325005
269 45 5 38.911035 -6.731354 2.924077
270 45 5 38.628188 -9.198195 4.277847
271 46 4 44.960088 4.414008 -8.372559
272 46 5 46.222044 5.617346 -7.393046
273 46 5 46.159147 2.855859 -8.005911
274 46 5 45.180259 4.121378 -10.338747
275 46 5 43.759987 5.971245 -8.739675
276 46 5 43.477140 3.504404 -7.385904
277 47 4 39.005866 8.504636 -8.614068
278 47 5 40.267822 9.707974 -7.634555
279 47 5 40.204925 6.946487 -8.247420
280 47 5 39.226037 8.212006 -10.580256
281 47 5 37.805765 10.061873 -8.981184
282 47 5 37.522918 7.595032 -7.627414
283 48 4 37.482371 1.671026 0.751970
284 48 5 38.744327 2.874364 1.731483
285 48 5 38.681430 0.112877 1.118618
286 48 5 37.702543 1.378396 -1.214217
287 48 5 36.282270 3.228263 0.384854
288 48 5 35.999424 0.761422 1.738625
289 49 4 36.508532 3.191449 6.219068
290 49 5 37.770489 4.394786 7.198581
291 49 5 37.707592 1.633299 6.585716
292 49 5 36.728704 2.898819 4.252880
293 49 5 35.308431 4.748686 5.851952
294 49 5 35.025585 2.281844 7.205723
295 50 4 41.241910 -9.288675 9.003519
296 50 5 42.503866 -8.085338 9.983032
297 50 5 42.440969 -10.846825 9.370167
298 50 5 41.462081 -9.581305 7.037332
299 50 5 40.041809 -7.731439 8.636403
300 50 5 39.758963 -10.198280 9.990174
