LAMMPS data file for client system
202 15 5 -39.449069 -0.359890 -6.403372
203 15 5 -38.178482 -1.239723 -7.382441
204 15 5 -38.990858 1.246738 -10.012705
205 15 5 -39.866458 1.452130 -6.758008
206 15 5 -40.908255 -0.063734 -7.725329
207 15 5 -37.095086 -0.170642 -8.270193
208 15 5 -38.285764 -0.694876 -9.736917
209 15 5 -38.747096 2.343998 -8.002909
210 15 5 -37.817484 0.944449 -6.719749
211 16 4 -44.187144 -5.121286 5.131219
212 16 5 -44.855238 -6.994447 4.919274
213 16 5 -45.447750 -5.648044 3.670603
214 16 5 -45.647513 -3.851463 4.626368
215 16 5 -42.645132 -4.080416 4.397197
216 16 5 -44.617479 -5.854930 6.941351
217 16 5 -43.346892 -6.734763 5.962282
218 16 5 -44.159268 -4.248302 3.332018
219 16 5 -45.034868 -4.042910 6.586716
220 16 5 -46.076665 -5.558773 5.619395
221 16 5 -42.263496 -5.665682 5.074531
222 16 5 -43.454174 -6.189915 3.607806
223 16 5 -43.915506 -3.151042 5.341815
224 16 5 -42.985894 -4.550591 6.624975
225 17 4 -44.797054 -0.483576 -8.404653
226 17 5 -45.465147 -2.356737 -8.616599
227 17 5 -46.057660 -1.010334 -9.865269
228 17 5 -46.257422 0.786247 -8.909505
229 17 5 -43.255041 0.557294 -9.138675
230 17 5 -45.227388 -1.217220 -6.594521
231 17 5 -43.956801 -2.097053 -7.573590
232 17 5 -44.769177 0.389408 -10.203854
233 17 5 -45.644778 0.594800 -6.949157
234 17 5 -46.686575 -0.921063 -7.916477
235 17 5 -42.873406 -1.027972 -8.461341
236 17 5 -44.064083 -1.552205 -9.928066
237 17 5 -44.525415 1.486668 -8.194057
238 17 5 -43.595803 0.087119 -6.910898
239 18 4 -41.076808 8.591568 -2.986538
240 18 5 -41.744902 6.718407 -3.198484
241 18 5 -42.337414 8.064810 -4.447154
242 18 5 -42.537177 9.861391 -3.491390
243 18 5 -39.534796 9.632438 -3.720560
244 18 5 -41.507143 7.857924 -1.176406
245 18 5 -40.236556 6.978091 -2.155475
246 18 5 -41.048932 9.464552 -4.785739
247 18 5 -41.924532 9.669944 -1.531042
248 18 5 -42.966329 8.154080 -2.498362
249 18 5 -39.153160 8.047172 -3.043226
250 18 5 -40.343838 7.522938 -4.509951
251 18 5 -40.805170 10.561812 -2.775942
252 18 5 -39.875558 9.162263 -1.492783
253 19 4 -39.201968 -4.367740 -0.196084
254 19 5 -39.870062 -6.240901 -0.408029
255 19 5 -40.462574 -4.894499 -1.656700
256 19 5 -40.662336 -3.097917 -0.700935
257 19 5 -37.659956 -3.326871 -0.930106
258 19 5 -39.632303 -5.101384 1.614049
259 19 5 -38.361715 -5.981218 0.634979
260 19 5 -39.174092 -3.494756 -1.995284
261 19 5 -40.049692 -3.289364 1.259413
262 19 5 -41.091489 -4.805228 0.292092
263 19 5 -37.278320 -4.912136 -0.252772
264 19 5 -38.468998 -5.436370 -1.719497
265 19 5 -38.930330 -2.397496 0.014512
266 19 5 -38.000718 -3.797046 1.297672
267 20 4 -39.888864 -8.288590 3.291192
268 20 5 -40.556958 -10.161751 3.079247
269 20 5 -41.149470 -8.815348 1.830576
270 20 5 -41.349233 -7.018767 2.786341
271 20 5 -38.346852 -7.247720 2.557171
272 20 5 -40.319199 -9.022234 5.101325
273 20 5 -39.048612 -9.902067 4.122256
274 20 5 -39.860988 -7.415606 1.491992
275 20 5 -40.736588 -7.210214 4.746689
276 20 5 -41.778385 -8.726078 3.779368
277 20 5 -37.965216 -8.832986 3.234504
278 20 5 -39.155894 -9.357220 1.767780
279 20 5 -39.617226 -6.318346 3.501788
280 20 5 -38.687614 -7.717895 4.784948
281 21 4 -35.039912 4.414008 -8.372559
282 21 5 -35.708006 2.540848 -8.584505
283 21 5 -36.300518 3.887250 -9.833175
284 21 5 -36.500281 5.683831 -8.877411
285 21 5 -33.497900 5.454878 -9.106581
286 21 5 -35.470247 3.680364 -6.562427
287 21 5 -34.199660 2.800531 -7.541496
288 21 5 -35.012036 5.286992 -10.171760
289 21 5 -35.887636 5.492384 -6.917063
290 21 5 -36.929433 3.976521 -7.884383
291 21 5 -33.116264 3.869612 -8.429248
292 21 5 -34.306942 3.345379 -9.895972
293 21 5 -34.768274 6.384253 -8.161964
294 21 5 -33.838662 4.984703 -6.878804
295 22 4 -40.994134 8.504636 -8.614068
296 22 5 -41.662228 6.631476 -8.826014
297 22 5 -42.254740 7.977878 -10.074684
298 22 5 -42.454503 9.774459 -9.118920
299 22 5 -39.452122 9.545506 -9.348090
300 22 5 -41.424469 7.770992 -6.803936
301 22 5 -40.153882 6.891159 -7.783005
302 22 5 -40.966258 9.377621 -10.413269
303 22 5 -41.841858 9.583012 -7.158572
304 22 5 -42.883655 8.067149 -8.125892
305 22 5 -39.070486 7.960241 -8.670757
306 22 5 -40.261164 7.436007 -10.137481
307 22 5 -40.722496 10.474881 -8.403473
308 22 5 -39.792884 9.075331 -7.120313
309 23 4 -42.517629 1.671026 0.751970
310 23 5 -43.185722 -0.202134 0.540024
311 23 5 -43.778235 1.144268 -0.708646
312 23 5 -43.977997 2.940849 0.247119
313 23 5 -40.975617 2.711896 0.017948
314 23 5 -42.947964 0.937382 2.562102
315 23 5 -41.677376 0.057549 1.583033
316 23 5 -42.489753 2.544011 -1.047231
317 23 5 -43.365353 2.749402 2.207466
318 23 5 -44.407150 1.233539 1.240146
319 23 5 -40.593981 1.126631 0.695282
320 23 5 -41.784659 0.602397 -0.771443
321 23 5 -42.245991 3.641271 0.962566
322 23 5 -41.316378 2.241721 2.245725
323 24 4 -43.491468 3.191449 6.219068
324 24 5 -44.159561 1.318288 6.007122
325 24 5 -44.752074 2.664691 4.758452
326 24 5 -44.951836 4.461272 5.714216
327 24 5 -41.949455 4.232319 5.485046
328 24 5 -43.921802 2.457805 8.029200
329 24 5 -42.651215 1.577972 7.050131
330 24 5 -43.463591 4.064433 4.419867
331 24 5 -44.339191 4.269825 7.674564
332 24 5 -45.380989 2.753962 6.707244
333 24 5 -41.567819 2.647053 6.162379
334 24 5 -42.758497 2.122820 4.695655
335 24 5 -43.219829 5.161693 6.429663
336 24 5 -42.290217 3.762144 7.712823
337 25 4 -38.758090 -9.288675 9.003519
338 25 5 -39.426184 -11.161836 8.791573
339 25 5 -40.018696 -9.815433 7.542903
340 25 5 -40.218458 -8.018852 8.498667
341 25 5 -37.216078 -8.247805 8.269497
342 25 5 -39.188425 -10.022319 10.813651
343 25 5 -37.917837 -10.902152 9.834582
344 25 5 -38.730214 -8.415691 7.204318
345 25 5 -39.605814 -8.210299 10.459015
346 25 5 -40.647611 -9.726163 9.491695
347 25 5 -36.834442 -9.833071 8.946831
348 25 5 -38.025120 -10.357305 7.480106
349 25 5 -38.486452 -7.318431 9.214115
350 25 5 -37.556840 -8.717980 10.497274
351 26 4 41.513153 5.440619 5.379288
352 26 5 40.845060 3.567458 5.167342
353 26 5 40.252547 4.913860 3.918672
354 26 5 40.052785 6.710442 4.874436
355 26 5 43.055166 6.481488 4.645266
356 26 5 41.082818 4.706975 7.189420
357 26 5 42.353406 3.827141 6.210351
358 26 5 41.541030 6.313603 3.580087
359 26 5 40.665429 6.518995 6.834784
360 26 5 39.623632 5.003131 5.867464
361 26 5 43.436801 4.896223 5.322600
362 26 5 42.246123 4.371989 3.855875
363 26 5 41.784791 7.410863 5.589884
364 26 5 42.714404 6.011313 6.873043
365 27 4 37.531419 -5.146680 -9.048449
366 27 5 36.863326 -7.019841 -9.260395
367 27 5 36.270813 -5.673438 -10.509065
368 27 5 36.071051 -3.876857 -9.553301
369 27 5 39.073431 -4.105810 -9.782471
370 27 5 37.101084 -5.880324 -7.238317
371 27 5 38.371672 -6.760158 -8.217386
372 27 5 37.559296 -4.273696 -10.847650
373 27 5 36.683695 -4.068304 -7.592953
374 27 5 35.641898 -5.584168 -8.560273
375 27 5 39.455067 -5.691076 -9.105137
376 27 5 38.264389 -6.215310 -10.571862
377 27 5 37.803057 -3.176436 -8.837853
378 27 5 38.732670 -4.575986 -7.554694
379 28 4 36.647601 -5.232713 9.270520
380 28 5 35.979507 -7.105874 9.058575
381 28 5 35.386995 -5.759471 7.809904
382 28 5 35.187232 -3.962890 8.765669
383 28 5 38.189613 -4.191843 8.536499
384 28 5 36.217266 -5.966357 11.080653
385 28 5 37.487853 -6.846190 10.101584
386 28 5 36.675477 -4.359729 7.471320
387 28 5 35.799877 -4.154337 10.726017
388 28 5 34.758080 -5.670200 9.758696
389 28 5 38.571249 -5.777109 9.213832
390 28 5 37.380571 -6.301342 7.747108
391 28 5 36.919239 -3.262469 9.481116
392 28 5 37.848851 -4.662018 10.764276
393 29 4 41.317068 5.524314 -1.107590
394 29 5 40.648975 3.651153 -1.319536
395 29 5 40.056462 4.997555 -2.568206
396 29 5 39.856700 6.794136 -1.612441
397 29 5 42.859080 6.565183 -1.841612
398 29 5 40.886733 4.790669 0.702542
399 29 5 42.157321 3.910836 -0.276527
400 29 5 41.344945 6.397298 -2.906791
401 29 5 40.469344 6.602690 0.347906
402 29 5 39.427547 5.086826 -0.619414
403 29 5 43.240716 4.979918 -1.164278
404 29 5 42.050038 4.455684 -2.631003
405 29 5 41.588706 7.494558 -0.896994
406 29 5 42.518319 6.095008 0.386165
407 30 4 40.708520 -0.449489 -3.269400
408 30 5 40.040427 -2.322650 -3.481346
409 30 5 39.447914 -0.976247 -4.730016
410 30 5 39.248152 0.820334 -3.774252
411 30 5 42.250533 0.591381 -4.003422
412 30 5 40.278185 -1.183133 -1.459268
413 30 5 41.548773 -2.062966 -2.438337
414 30 5 40.736397 0.423495 -5.068601
415 30 5 39.860796 0.628887 -1.813904
416 30 5 38.818999 -0.886976 -2.781224
417 30 5 42.632168 -0.993885 -3.326089
418 30 5 41.441490 -1.518119 -4.792813
419 30 5 40.980158 1.520755 -3.058804
420 30 5 41.909771 0.121206 -1.775645
421 31 4 36.382905 -5.236617 -0.808260
422 31 5 35.714811 -7.109777 -1.020206
423 31 5 35.122299 -5.763375 -2.268877
424 31 5 34.922537 -3.966794 -1.313112
425 31 5 37.924917 -4.195747 -1.542282
426 31 5 35.952570 -5.970261 1.001872
427 31 5 37.223158 -6.850094 0.022803
428 31 5 36.410781 -4.363632 -2.607461
429 31 5 35.535181 -4.158241 0.647236
430 31 5 34.493384 -5.674104 -0.320085
431 31 5 38.306553 -5.781012 -0.864949
432 31 5 37.115875 -6.305246 -2.331673
433 31 5 36.654543 -3.266372 -0.597665
434 31 5 37.584155 -4.665922 0.685495
435 32 4 44.673481 -3.877816 2.743651
436 32 5 44.005388 -5.750977 2.531706
437 32 5 43.412875 -4.404574 1.283035
438 32 5 43.213113 -2.607993 2.238800
439 32 5 46.215494 -2.836946 2.009629
440 32 5 44.243147 -4.611460 4.553784
441 32 5 45.513734 -5.491293 3.574714
442 32 5 44.701358 -3.004832 0.944451
443 32 5 43.825758 -2.799440 4.199148
444 32 5 42.783960 -4.315303 3.231827
445 32 5 46.597129 -4.422212 2.686963
446 32 5 45.406452 -4.946445 1.220238
447 32 5 44.945120 -1.907571 2.954247
448 32 5 45.874732 -3.307121 4.237407
449 33 4 43.588485 -8.619892 0.348544
450 33 5 42.920391 -10.493053 0.136599
451 33 5 42.327879 -9.146651 -1.112072
452 33 5 42.128117 -7.350070 -0.156307
453 33 5 45.130497 -7.579023 -0.385478
454 33 5 43.158150 -9.353537 2.158676
455 33 5 44.428738 -10.233370 1.179607
456 33 5 43.616361 -7.746908 -1.450657
457 33 5 42.740761 -7.541516 1.804041
458 33 5 41.698964 -9.057380 0.836720
459 33 5 45.512133 -9.164288 0.291856
460 33 5 44.321455 -9.688522 -1.174869
461 33 5 43.860123 -6.649648 0.559140
462 33 5 44.789735 -8.049198 1.842300
463 34 4 41.854326 1.029613 5.860257
464 34 5 41.186232 -0.843548 5.648311
465 34 5 40.593720 0.502855 4.399641
466 34 5 40.393957 2.299436 5.355405
467 34 5 43.396338 2.070483 5.126235
468 34 5 41.423991 0.295969 7.670389
469 34 5 42.694578 -0.583864 6.691320
470 34 5 41.882202 1.902597 4.061056
471 34 5 41.006602 2.107989 7.315753
472 34 5 39.964805 0.592125 6.348433
473 34 5 43.777974 0.485217 5.803568
474 34 5 42.587296 -0.039017 4.336844
475 34 5 42.125964 2.999857 6.070852
476 34 5 43.055576 1.600308 7.354012
477 35 4 42.136009 -9.171604 -5.304192
478 35 5 41.467915 -11.044765 -5.516137
479 35 5 40.875402 -9.698362 -6.764808
480 35 5 40.675640 -7.901781 -5.809043
481 35 5 43.678021 -8.130734 -6.038213
482 35 5 41.705674 -9.905248 -3.494059
483 35 5 42.976261 -10.785081 -4.473128
484 35 5 42.163885 -8.298620 -7.103392
485 35 5 41.288285 -8.093228 -3.848695
486 35 5 40.246488 -9.609091 -4.816016
487 35 5 44.059657 -9.716000 -5.360880
488 35 5 42.868979 -10.240233 -6.827604
489 35 5 42.407647 -7.201359 -5.093596
490 35 5 43.337259 -8.600909 -3.810436
491 36 4 43.730010 -4.798976 -5.900361
492 36 5 43.061917 -6.672137 -6.112307
493 36 5 42.469404 -5.325734 -7.360977
494 36 5 42.269642 -3.529153 -6.405212
495 36 5 45.272022 -3.758106 -6.634383
496 36 5 43.299675 -5.532620 -4.090229
497 36 5 44.570263 -6.412453 -5.069298
498 36 5 43.757886 -3.925992 -7.699562
499 36 5 42.882286 -3.720600 -4.444865
500 36 5 41.840489 -5.236463 -5.412185
501 36 5 45.653658 -5.343372 -5.957049
502 36 5 44.462980 -5.867605 -7.423774
503 36 5 44.001648 -2.828732 -5.689765
504 36 5 44.931261 -4.228281 -4.406606
505 37 4 43.689194 -6.769720 6.299150
506 37 5 43.021100 -8.642881 6.087205
507 37 5 42.428588 -7.296478 4.838534
508 37 5 42.228826 -5.499897 5.794299
509 37 5 45.231206 -5.728850 5.565129
510 37 5 43.258859 -7.503364 8.109283
511 37 5 44.529447 -8.383197 7.130214
512 37 5 43.717070 -5.896736 4.499950
513 37 5 42.841470 -5.691344 7.754647
514 37 5 41.799673 -7.207207 6.787326
515 37 5 45.612842 -7.314116 6.242462
516 37 5 44.422164 -7.838349 4.775738
517 37 5 43.960832 -4.799475 6.509746
518 37 5 44.890444 -6.199025 7.792906
519 38 4 35.050605 -0.861081 6.594570
520 38 5 34.382512 -2.734242 6.382625
521 38 5 33.789999 -1.387840 5.133954
522 38 5 33.590237 0.408742 6.089719
523 38 5 36.592618 0.179788 5.860549
524 38 5 34.620271 -1.594725 8.404703
525 38 5 35.890858 -2.474559 7.425634
526 38 5 35.078482 0.011903 4.795370
527 38 5 34.202881 0.217295 8.050067
528 38 5 33.161084 -1.298569 7.082746
529 38 5 36.974253 -1.405477 6.537882
530 38 5 35.783576 -1.929711 5.071158
531 38 5 35.322243 1.109163 6.805166
532 38 5 36.251856 -0.290387 8.088326
533 39 4 37.124491 2.740811 -6.998412
534 39 5 36.456397 0.867650 -7.210358
535 39 5 35.863885 2.214053 -8.459029
536 39 5 35.664123 4.010634 -7.503264
537 39 5 38.666503 3.781681 -7.732434
538 39 5 36.694156 2.007167 -5.188280
539 39 5 37.964743 1.127334 -6.167349
540 39 5 37.152367 3.613795 -8.797613
541 39 5 36.276767 3.819187 -5.542916
542 39 5 35.234970 2.303324 -6.510237
543 39 5 39.048139 2.196415 -7.055101
544 39 5 37.857461 1.672182 -8.521825
545 39 5 37.396129 4.711055 -6.787817
546 39 5 38.325741 3.311506 -5.504657
547 40 4 40.981266 0.373754 -8.213504
548 40 5 40.313172 -1.499407 -8.425450
549 40 5 39.720660 -0.153004 -9.674121
550 40 5 39.520897 1.643577 -8.718356
551 40 5 42.523278 1.414624 -8.947526
552 40 5 40.550931 -0.359890 -6.403372
553 40 5 41.821518 -1.239723 -7.382441
554 40 5 41.009142 1.246738 -10.012705
555 40 5 40.133542 1.452130 -6.758008
556 40 5 39.091745 -0.063734 -7.725329
557 40 5 42.904914 -0.170642 -8.270193
558 40 5 41.714236 -0.694876 -9.736917
559 40 5 41.252904 2.343998 -8.002909
560 40 5 42.182516 0.944449 -6.719749
561 41 4 35.812856 -5.121286 5.131219
562 41 5 35.144762 -6.994447 4.919274
563 41 5 34.552250 -5.648044 3.670603
564 41 5 34.352487 -3.851463 4.626368
565 41 5 37.354868 -4.080416 4.397197
566 41 5 35.382521 -5.854930 6.941351
567 41 5 36.653108 -6.734763 5.962282
568 41 5 35.840732 -4.248302 3.332018
569 41 5 34.965132 -4.042910 6.586716
570 41 5 33.923335 -5.558773 5.619395
571 41 5 37.736504 -5.665682 5.074531
572 41 5 36.545826 -6.189915 3.607806
573 41 5 36.084494 -3.151042 5.341815
574 41 5 37.014106 -4.550591 6.624975
575 42 4 35.202946 -0.483576 -8.404653
576 42 5 34.534853 -2.356737 -8.616599
577 42 5 33.942340 -1.010334 -9.865269
578 42 5 33.742578 0.786247 -8.909505
579 42 5 36.744959 0.557294 -9.138675
580 42 5 34.772612 -1.217220 -6.594521
581 42 5 36.043199 -2.097053 -7.573590
582 42 5 35.230823 0.389408 -10.203854
583 42 5 34.355222 0.594800 -6.949157
584 42 5 33.313425 -0.921063 -7.916477
585 42 5 37.126594 -1.027972 -8.461341
586 42 5 35.935917 -1.552205 -9.928066
587 42 5 35.474585 1.486668 -8.194057
588 42 5 36.404197 0.087119 -6.910898
589 43 4 38.923192 8.591568 -2.986538
590 43 5 38.255098 6.718407 -3.198484
591 43 5 37.662586 8.064810 -4.447154
592 43 5 37.462823 9.861391 -3.491390
593 43 5 40.465204 9.632438 -3.720560
594 43 5 38.492857 7.857924 -1.176406
595 43 5 39.763444 6.978091 -2.155475
596 43 5 38.951068 9.464552 -4.785739
597 43 5 38.075468 9.669944 -1.531042
598 43 5 37.033671 8.154080 -2.498362
599 43 5 40.846840 8.047172 -3.043226
600 43 5 39.656162 7.522938 -4.509951
601 43 5 39.194830 10.561812 -2.775942
602 43 5 40.124442 9.162263 -1.492783
603 44 4 40.798032 -4.367740 -0.196084
604 44 5 40.129938 -6.240901 -0.408029
605 44 5 39.537426 -4.894499 -1.656700
606 44 5 39.337664 -3.097917 -0.700935
607 44 5 42.340044 -3.326871 -0.930106
608 44 5 40.367697 -5.101384 1.614049
609 44 5 41.638285 -5.981218 0.634979
610 44 5 40.825908 -3.494756 -1.995284
611 44 5 39.950308 -3.289364 1.259413
